,DISTRICT,SERVICE,SERVICEX,CTE_STUDENTS_2015,CTE_HOURS_2015,CTE_AVG_2015,ALL_STUDENTS_2015,ALL_HOURS_2015,ALL_AVG_2015,CTE_STUDENTS_2016,CTE_HOURS_2016,CTE_AVG_2016,ALL_STUDENTS_2016,ALL_HOURS_2016,ALL_AVG_2016,CTE_STUDENTS_2017,CTE_HOURS_2017,CTE_AVG_2017,ALL_STUDENTS_2017,ALL_HOURS_2017,ALL_AVG_2017,CTE_STUDENTS_2018,CTE_HOURS_2018,CTE_AVG_2018,ALL_STUDENTS_2018,ALL_HOURS_2018,ALL_AVG_2018
19414,220904,13004700,ARCHITECTURAL DESIGN II,,,,,,,,,,,,,,,,,,,6,24,4.0,19,249,13.1
19415,220904,13012100,BUSINESS MANAGEMENT,,,,,,,,,,,,,,,,,,,3,3,3.0,6,24,4.0
19416,220904,13014500,PRCTM IN EDUCTN & TRNG 1ST TME,,,,,,,,,,,,,,,,,,,3,3,3.0,9,27,3.0
19417,220904,13024500,LIFETIME NUTRIT & WELLNSS,,,,,,,,,,,,,,,,,,,3,3,3.0,11,33,3.0
19418,220904,13032300,WELDING I,,,,,,,,,,,,,,,,,,,3,12,4.0,3,12,4.0
19419,220904,PES00015,SUBSTITUTION ACADEMIC ELECTIVE,,,,,,,,,,,,,,,,,,,3,3,3.0,11,33,3.0
19420,220905,3500500,"ART II, DRAWING I",,,,,,,,,,,,,,,,,,,15,45,3.0,30,93,3.1
19421,220905,3500600,"ART II, PAINTING I",,,,,,,,,,,,,,,,,,,3,3,3.0,6,24,4.0
19422,220905,13022600,CULINARY ARTS,,,,,,,,,,,,,,,,,,,41,243,5.9,41,243,5.9
19423,220905,13039500,AIRCRAFT POWERPLANT TECHNOLOGY,,,,,,,,,,,,,,,,,,,0,35,0.0,0,35,0.0
19424,220905,13039700,AUTO TECHNOLOGY II: AUTO SERVC,,,,,,,,,,,,,,,,,,,12,115,9.6,12,115,9.6
19425,220905,A3100102,AP CALCULUS BC,,,,,,,,,,,,,,,,,,,4,4,4.0,5,20,4.0
19426,220906,3241400,COMMUNICATION APPLICATIONS,,,,,,,,,,,,,,,,,,,3,3,3.0,74,225,3.0
19427,220906,13020600,ANATOMY & PHYSIOLOGY,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19428,220907,13039400,AIRCRAFT AIRFRAME TECHNOLOGY,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19429,220908,3251000,"THEATRE IV, THEATRE PROD IV",,,,,,,,,,,,,,,,,,,3,3,3.0,68,204,3.0
19430,220908,13020500,PRCTM IN HLTH SCIENCE 1ST TIME,,,,,,,,,,,,,,,,,,,22,66,3.0,24,72,3.0
19431,220908,13020510,PRCTM IN HLTH SCIENCE 2ND TIME,,,,,,,,,,,,,,,,,,,21,63,3.0,23,69,3.0
19432,220908,13032300,WELDING I,,,,,,,,,,,,,,,,,,,3,12,4.0,6,24,4.0
19433,220908,13032500,PRECISION METAL MNUFACTURNG I,,,,,,,,,,,,,,,,,,,3,3,3.0,6,18,3.0
19434,220908,13032600,PRECISION METAL MNUFACTURNG II,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19435,220908,N1160010,PE3:PE F/MIND/BODY/SPIRIT,,,,,,,,,,,,,,,,,,,5,10,2.0,5,10,2.0
19436,220908,N1290040,"PEERS ACCEPTING,LRNING,SHAR I",,,,,,,,,,,,,,,,,,,1,1,1.0,1,1,1.0
19437,220908,N1290050,COLLEGE TRANSITION,,,,,,,,,,,,,,,,,,,3,12,4.0,65,195,3.0
19438,220910,3155600,MUSIC STUDIES-MUSIC APPREC. I,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19439,220910,3221600,HUMANITIES (FIRST TIME TAKEN),,,,,,,,,,,,,,,,,,,5,15,3.0,6,18,3.0
19440,220910,3500110,ART I - ART APPRECIATION,,,,,,,,,,,,,,,,,,,3,12,4.0,7,21,3.0
19441,220910,13004700,ARCHITECTURAL DESIGN II,,,,,,,,,,,,,,,,,,,6,24,4.0,6,24,4.0
19442,220910,13004800,PRCTM ARCHITECTURE DSGN 1ST TM,,,,,,,,,,,,,,,,,,,6,18,3.0,6,18,3.0
19443,220910,13005200,CONSTRUCTION TECHNOLOGY II,,,,,,,,,,,,,,,,,,,10,30,3.0,10,30,3.0
19444,220912,3050000,PHYSICS (PHYSICS),,,,,,,,,,,,,,,,,,,18,102,5.7,21,120,5.7
19445,220912,3100500,ALGEBRA I (ALG 1),,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19446,220912,3101100,PRECALCULUS (PRE CALC),,,,,,,,,,,,,,,,,,,24,120,5.0,26,132,5.1
19447,220915,12701500,PROJECT-BASED RESEARCH 1ST TME,,,,,,,,,,,,,,,,,,,5,15,3.0,3,3,3.0
19448,220916,3102501,INDEP STUDY IN MATH (2ND TIME),,,,,,,,,,,,,,,,,,,6,24,4.0,11,33,3.0
19449,220916,11410000,SPECL TOPICS IN LANG & CULTURE,,,,,,,,,,,,,,,,,,,5,15,3.0,18,54,3.0
19450,220917,3101100,PRECALCULUS (PRE CALC),,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19451,220918,13020500,PRCTM IN HLTH SCIENCE 1ST TIME,,,,,,,,,,,,,,,,,,,12,48,4.0,12,48,4.0
19452,220918,13030100,"PRC LAW,PUBSFT,COR&SFTY 1ST TM",,,,,,,,,,,,,,,,,,,6,24,4.0,6,24,4.0
19453,220920,3050000,PHYSICS (PHYSICS),,,,,,,,,,,,,,,,,,,113,660,5.8,150,876,5.8
19454,221801,3310301,ECONOMICS ADV STUDIES (1ST),,,,,,,,,,,,,,,,,,,3,3,3.0,6,24,4.0
19455,221801,13008300,ANIMATION I,,,,,,,,,,,,,,,,,,,6,18,3.0,6,18,3.0
19456,221801,13008400,ANIMATION II,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19457,221801,13008700,PRACTICUM AUD/VID PROD 1ST TME,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19458,221801,13008800,GRAPHIC DSGN & ILLUSTRATION I,,,,,,,,,,,,,,,,,,,10,33,3.3,10,33,3.3
19459,221801,13008900,GRAPHIC DSGN & ILLUSTRATION II,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19460,221801,13011200,"PRINC OF BUSIN, MARK, & FINAN",,,,,,,,,,,,,,,,,,,13,39,3.0,13,39,3.0
19461,221801,13028000,PRCTUM INFO TECHNOLOGY 1ST TME,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19462,221801,13034800,PRACTICUM IN MARKETING 1ST TME,,,,,,,,,,,,,,,,,,,18,54,3.0,18,54,3.0
19463,221801,13037210,SCIENTIFIC RESEARCH & DESGN II,,,,,,,,,,,,,,,,,,,7,14,2.0,29,165,5.7
19464,221901,13005700,ELECTRICAL TECHNOLOGY II,,,,,,,,,,,,,,,,,,,6,18,3.0,6,18,3.0
19465,221901,13032400,WELDING II,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19466,221901,13040450,PRACT IN TRNS SYSTEMS (1ST TM),,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19467,221904,3155600,MUSIC STUDIES-MUSIC APPREC. I,,,,,,,,,,,,,,,,,,,6,18,3.0,6,18,3.0
19468,221904,13008800,GRAPHIC DSGN & ILLUSTRATION I,,,,,,,,,,,,,,,,,,,7,21,3.0,7,21,3.0
19469,221904,13020800,PATHOPHYSIOLOGY,,,,,,,,,,,,,,,,,,,5,15,3.0,5,15,3.0
19470,221904,13020950,PHARMACOLOGY,,,,,,,,,,,,,,,,,,,12,48,4.0,12,48,4.0
19471,221904,13022550,INTRODUCTION TO CULINARY ARTS,,,,,,,,,,,,,,,,,,,5,15,3.0,5,15,3.0
19472,221904,13039600,AUTO TECH I: MNT & LGHT REPAIR,,,,,,,,,,,,,,,,,,,12,48,4.0,12,48,4.0
19473,221905,13009900,PROFESSIONAL COMMUNICATIONS,,,,,,,,,,,,,,,,,,,5,15,3.0,5,15,3.0
19474,221905,13016900,STAT & BUSNESS DECISION MAKING,,,,,,,,,,,,,,,,,,,3,12,4.0,3,12,4.0
19475,221905,13020600,ANATOMY & PHYSIOLOGY,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19476,221905,13020950,PHARMACOLOGY,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19477,221905,13020960,HEALTH INFORMATICS,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19478,221905,13032300,WELDING I,,,,,,,,,,,,,,,,,,,3,12,4.0,3,12,4.0
19479,221905,13032400,WELDING II,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19480,221905,13032500,PRECISION METAL MNUFACTURNG I,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19481,221905,13032600,PRECISION METAL MNUFACTURNG II,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19482,221905,13033000,PRCTM IN MANUFACTURING 1ST TME,,,,,,,,,,,,,,,,,,,6,24,4.0,6,24,4.0
19483,221905,I3301300,"IB HIST: AMERICAS, HIGHER LEVL",,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19484,221911,13039500,AIRCRAFT POWERPLANT TECHNOLOGY,,,,,,,,,,,,,,,,,,,6,6,6.0,6,6,6.0
19485,222901,13009900,PROFESSIONAL COMMUNICATIONS,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19486,223902,3310300,ECONOMICS W/EMPH FREE ENTERPR,,,,,,,,,,,,,,,,,,,3,12,4.0,3,12,4.0
19487,223902,3330100,UNITED STATES GOVERNMENT (GOVT,,,,,,,,,,,,,,,,,,,3,12,4.0,3,12,4.0
19488,223902,3380001,SOCIAL STD ADV STDYS (1ST TME),,,,,,,,,,,,,,,,,,,3,12,4.0,3,12,4.0
19489,223902,13000700,ADVANCED ANIMAL SCIENCE,,,,,,,,,,,,,,,,,,,6,18,3.0,6,18,3.0
19490,223902,13014300,HUMAN GROWTH & DEVELOP,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19491,223904,3241200,INDEP STUDY/SPEECH (1ST TIME),,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19492,223904,3310301,ECONOMICS ADV STUDIES (1ST),,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19493,223904,3440330,SPANISH FOR SPAN SPEAKERS LVL3,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19494,223904,3500110,ART I - ART APPRECIATION,,,,,,,,,,,,,,,,,,,6,18,3.0,6,18,3.0
19495,223904,3810200,ADVANCED HEALTH EDUCATION,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19496,223904,13024200,PRINCIPLES OF HUMAN SVCS,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19497,224901,3340107,US HISTORY STUDIES SINCE 1877,,,,,,,,,,,,,,,,,,,11,33,3.0,11,33,3.0
19498,224901,13023000,FOOD SCIENCE,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19499,224902,3101100,PRECALCULUS (PRE CALC),,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19500,224902,3102530,STATISTICS,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19501,224902,3220300,ENGLISH III (ENG 3),,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19502,224902,3220400,ENGLISH IV (ENG 4),,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19503,225902,13005700,ELECTRICAL TECHNOLOGY II,,,,,,,,,,,,,,,,,,,28,165,5.9,28,165,5.9
19504,225902,13020510,PRCTM IN HLTH SCIENCE 2ND TIME,,,,,,,,,,,,,,,,,,,32,320,10.0,32,320,10.0
19505,225902,13022700,PRCTUM IN CULINARY ARTS 1ST TM,,,,,,,,,,,,,,,,,,,4,4,4.0,4,4,4.0
19506,225902,13022705,PRCT/EXT PRCT CULN ARTS 1ST TM,,,,,,,,,,,,,,,,,,,12,44,3.7,12,44,3.7
19507,225902,13029400,LAW ENFORCEMENT II,,,,,,,,,,,,,,,,,,,29,168,5.8,29,168,5.8
19508,225902,13032900,MNFG ENGINEERING TECHNOLOGY I,,,,,,,,,,,,,,,,,,,6,18,3.0,6,18,3.0
19509,225902,13033000,PRCTM IN MANUFACTURING 1ST TME,,,,,,,,,,,,,,,,,,,10,51,5.1,10,51,5.1
19510,225902,13039600,AUTO TECH I: MNT & LGHT REPAIR,,,,,,,,,,,,,,,,,,,12,46,3.8,12,46,3.8
19511,225902,13039810,COLL REPAIR/ADV TRANS SYST LAB,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19512,225906,3010207,BIOLOGY,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19513,225906,3060100,ASTRONOMY (ASTRMY),,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19514,225906,3060201,INTEGRATED PHYSICS/CHEMISTRY,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19515,225906,3240900,PUBLIC SPEAKING I (PUBSPKG1),,,,,,,,,,,,,,,,,,,15,45,3.0,16,48,3.0
19516,225906,3241000,PUBLIC SPEAKING II (PUBSPKG2),,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19517,225906,3320100,WORLD GEOGRAPHY STUDIES (W GEO,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19518,225906,3380022,SPEC TOPIC IN SOC STUD (2ND),,,,,,,,,,,,,,,,,,,6,6,6.0,6,6,6.0
19519,225906,3440910,"SEM LOT, ADV 1ST TIME, SPANISH",,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19520,225906,13011410,BUSINESS INFO MGT I/BIZ LAB,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19521,225906,13022650,ADVANCED CULINARY ARTS,,,,,,,,,,,,,,,,,,,10,30,3.0,10,30,3.0
19522,225906,13022700,PRCTUM IN CULINARY ARTS 1ST TM,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19523,225906,13025050,PRIN COSMTL DESGN&COLOR THEORY,,,,,,,,,,,,,,,,,,,9,27,3.0,9,27,3.0
19524,225906,13025100,INTR TO COSMETOLOGY,,,,,,,,,,,,,,,,,,,10,30,3.0,10,30,3.0
19525,225906,13025210,CSMETLGY I/CSMETLGYI LB INOVAT,,,,,,,,,,,,,,,,,,,6,24,4.0,6,24,4.0
19526,225906,13027400,NETWORKING,,,,,,,,,,,,,,,,,,,6,6,6.0,6,6,6.0
19527,225906,13032650,DIVERSIFIED MANUFACTURING I,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19528,225906,13032660,DIVERSIFIED MANUFACTURING II,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19529,225906,13032900,MNFG ENGINEERING TECHNOLOGY I,,,,,,,,,,,,,,,,,,,6,24,4.0,6,24,4.0
19530,225906,13033000,PRCTM IN MANUFACTURING 1ST TME,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19531,225906,13039270,INTRO TO TRANSPORT TECHNOLOGY,,,,,,,,,,,,,,,,,,,6,6,6.0,6,6,6.0
19532,225906,13039550,AUTOMOTIVE BASICS,,,,,,,,,,,,,,,,,,,6,6,6.0,6,6,6.0
19533,225906,13039600,AUTO TECH I: MNT & LGHT REPAIR,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19534,225906,13040200,MGT OF TRANSPORTATION SYSTEMS,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19535,225906,N1302533,ESTHETICS,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19536,225906,N1302803,INTERNETWORKING TECH I (CISCO),,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19537,226901,13020300,MEDICAL TERMINOLOGY,,,,,,,,,,,,,,,,,,,9,27,3.0,9,27,3.0
19538,226901,13020800,PATHOPHYSIOLOGY,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19539,226901,13025200,COSMETOLOGY I,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19540,226901,N1303012,FORENSIC PSYCHOLOGY,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19541,226903,3060100,ASTRONOMY (ASTRMY),,,,,,,,,,,,,,,,,,,6,18,3.0,12,48,4.0
19542,226903,12701305,CAREER PREP I/EXT CAREER PREP,,,,,,,,,,,,,,,,,,,12,66,5.5,12,66,5.5
19543,226903,12701400,CAREER PREPARATION II,,,,,,,,,,,,,,,,,,,3,12,4.0,3,12,4.0
19544,226903,12701405,CAREER PREP II/EXT CAREER PREP,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19545,226903,13005100,CONSTRUCTION TECHNOLOGY I,,,,,,,,,,,,,,,,,,,27,162,6.0,27,162,6.0
19546,226903,13005200,CONSTRUCTION TECHNOLOGY II,,,,,,,,,,,,,,,,,,,10,60,6.0,10,60,6.0
19547,226903,13005600,ELECTRICAL TECHNOLOGY I,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19548,226903,13005800,HVAC & REFRIG TECHNOLOGY I,,,,,,,,,,,,,,,,,,,3,12,4.0,3,12,4.0
19549,226903,13005900,HVAC & REFRIG TECHNOLOGY II,,,,,,,,,,,,,,,,,,,4,4,4.0,4,4,4.0
19550,226903,13008310,ANIMATION I/ANIMATION I LAB,,,,,,,,,,,,,,,,,,,19,105,5.5,19,105,5.5
19551,226903,13008410,ANIMATION II/ANIMATION II LAB,,,,,,,,,,,,,,,,,,,15,45,3.0,15,45,3.0
19552,226903,13008510,AUD/VID PRDUCTN1/PRDUCTN1 LAB,,,,,,,,,,,,,,,,,,,41,243,5.9,41,243,5.9
19553,226903,13008610,AUD/VID PRDUCTN2/PRDUCTN2 LAB,,,,,,,,,,,,,,,,,,,14,81,5.8,14,81,5.8
19554,226903,13009300,FASHION DESIGN I,,,,,,,,,,,,,,,,,,,19,128,6.7,19,128,6.7
19555,226903,13011500,BUSIN INFO MGT II,,,,,,,,,,,,,,,,,,,31,174,5.6,31,174,5.6
19556,226903,13011700,BUSINESS LAW,,,,,,,,,,,,,,,,,,,14,81,5.8,14,81,5.8
19557,226903,13012100,BUSINESS MANAGEMENT,,,,,,,,,,,,,,,,,,,14,78,5.6,14,78,5.6
19558,226903,13014400,INSTRUCTIONAL PRACTICES,,,,,,,,,,,,,,,,,,,11,60,5.5,11,60,5.5
19559,226903,13020500,PRCTM IN HLTH SCIENCE 1ST TIME,,,,,,,,,,,,,,,,,,,48,285,5.9,48,285,5.9
19560,226903,13022650,ADVANCED CULINARY ARTS,,,,,,,,,,,,,,,,,,,14,48,3.4,14,48,3.4
19561,226903,13025210,CSMETLGY I/CSMETLGYI LB INOVAT,,,,,,,,,,,,,,,,,,,16,93,5.8,16,93,5.8
19562,226903,13025310,CSMETLGY II/CSMETLGYII LAB INV,,,,,,,,,,,,,,,,,,,16,93,5.8,16,93,5.8
19563,226903,13027310,COMPUTER MAINTENANCE/MAIN LAB,,,,,,,,,,,,,,,,,,,15,45,3.0,15,45,3.0
19564,226903,13027500,COMPUTER TECH PRAC 1ST TME TKN,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19565,226903,13027800,DIGITAL MEDIA,,,,,,,,,,,,,,,,,,,123,699,5.7,123,699,5.7
19566,226903,13028000,PRCTUM INFO TECHNOLOGY 1ST TME,,,,,,,,,,,,,,,,,,,6,6,6.0,6,6,6.0
19567,226903,13032300,WELDING I,,,,,,,,,,,,,,,,,,,61,336,5.5,61,336,5.5
19568,226903,13032400,WELDING II,,,,,,,,,,,,,,,,,,,19,111,5.8,19,111,5.8
19569,226903,13034200,ADVERTISING,,,,,,,,,,,,,,,,,,,38,114,3.0,38,114,3.0
19570,226903,13034300,FASHION MARKETING,,,,,,,,,,,,,,,,,,,22,53,2.4,22,53,2.4
19571,226903,13034650,SOCIAL MEDIA MARKETING,,,,,,,,,,,,,,,,,,,52,115,2.2,52,115,2.2
19572,226903,13039600,AUTO TECH I: MNT & LGHT REPAIR,,,,,,,,,,,,,,,,,,,31,174,5.6,31,174,5.6
19573,226903,13039700,AUTO TECHNOLOGY II: AUTO SERVC,,,,,,,,,,,,,,,,,,,15,81,5.4,15,81,5.4
19574,226903,13039800,COLLISION REPAIR,,,,,,,,,,,,,,,,,,,19,96,5.1,19,96,5.1
19575,226903,13039900,PAINT AND REFINISHING,,,,,,,,,,,,,,,,,,,14,42,3.0,14,42,3.0
19576,226903,N1302803,INTERNETWORKING TECH I (CISCO),,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19577,226905,3241200,INDEP STUDY/SPEECH (1ST TIME),,,,,,,,,,,,,,,,,,,9,27,3.0,14,42,3.0
19578,226908,3102501,INDEP STUDY IN MATH (2ND TIME),,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19579,227814,3102530,STATISTICS,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19580,227814,3221300,PRACTICAL WRITING SKILLS,,,,,,,,,,,,,,,,,,,5,15,3.0,7,21,3.0
19581,227814,3370100,SOCIOLOGY (SOC),,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19582,227814,3980100,LANG O/T ENGLISH I - ASL,,,,,,,,,,,,,,,,,,,4,4,4.0,4,4,4.0
19583,227814,3980200,LANG O/T ENGLISH II - ASL,,,,,,,,,,,,,,,,,,,4,4,4.0,4,4,4.0
19584,227816,3220400,ENGLISH IV (ENG 4),,,,,,,,,,,,,,,,,,,11,33,3.0,11,33,3.0
19585,227817,3580200,COMPUTER SCIENCE I,,,,,,,,,,,,,,,,,,,12,36,3.0,12,36,3.0
19586,227901,3500110,ART I - ART APPRECIATION,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19587,227901,3580200,COMPUTER SCIENCE I,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19588,227901,3980300,LANG O/T ENGLISH III - ASL,,,,,,,,,,,,,,,,,,,4,4,4.0,4,4,4.0
19589,227901,12701500,PROJECT-BASED RESEARCH 1ST TME,,,,,,,,,,,,,,,,,,,4,4,4.0,4,4,4.0
19590,227901,12701510,PROJECT-BASED RESEARCH 2ND TME,,,,,,,,,,,,,,,,,,,3,12,4.0,3,12,4.0
19591,227901,12701520,PROJECT-BASED RESEARCH 3RD TME,,,,,,,,,,,,,,,,,,,3,12,4.0,3,12,4.0
19592,227901,13002515,"PRC/EXT PR AG,FOOD,NAT RS(2ND)",,,,,,,,,,,,,,,,,,,10,64,6.4,10,64,6.4
19593,227901,13020300,MEDICAL TERMINOLOGY,,,,,,,,,,,,,,,,,,,0,13,0.0,0,13,0.0
19594,227901,13020500,PRCTM IN HLTH SCIENCE 1ST TIME,,,,,,,,,,,,,,,,,,,11,22,2.0,11,22,2.0
19595,227901,13020515,PRCT/EXT PRCT HLTH SCIENCE 2ND,,,,,,,,,,,,,,,,,,,5,15,3.0,5,15,3.0
19596,227901,13020600,ANATOMY & PHYSIOLOGY,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19597,227901,13020970,MATH FOR MEDICAL PROFESSIONALS,,,,,,,,,,,,,,,,,,,5,15,3.0,5,15,3.0
19598,227901,13027400,NETWORKING,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19599,227901,13027600,COMPUTER PROGRAMMING I,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19600,227901,13029300,LAW ENFORCEMENT I,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19601,227901,13036400,BIOTECHNOLOGY I,,,,,,,,,,,,,,,,,,,4,4,4.0,4,4,4.0
19602,227901,N1270153,GENERAL EMPLOYABILITY SKILLS,,,,,,,,,,,,,,,,,,,1,1,1.0,1,1,1.0
19603,227904,3270100,COLLEGE READINESS & STDY SKILS,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19604,227907,3380002,SPEC TOPIC IN SOC STUD (1ST),,,,,,,,,,,,,,,,,,,28,84,3.0,41,123,3.0
19605,227907,3500110,ART I - ART APPRECIATION,,,,,,,,,,,,,,,,,,,32,96,3.0,51,153,3.0
19606,227907,13036800,AC/DC ELECTRONICS,,,,,,,,,,,,,,,,,,,7,28,4.0,11,44,4.0
19607,227907,13037200,SCIENTIFIC RESEARCH & DESIGN,,,,,,,,,,,,,,,,,,,11,33,3.0,23,69,3.0
19608,227910,3060100,ASTRONOMY (ASTRMY),,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19609,227910,3221600,HUMANITIES (FIRST TIME TAKEN),,,,,,,,,,,,,,,,,,,11,32,2.9,20,59,3.0
19610,227910,3241400,COMMUNICATION APPLICATIONS,,,,,,,,,,,,,,,,,,,3,3,3.0,34,102,3.0
19611,227910,3250100,"THEATRE I, THEATRE ARTS I",,,,,,,,,,,,,,,,,,,3,12,4.0,22,67,3.0
19612,227910,3310300,ECONOMICS W/EMPH FREE ENTERPR,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19613,227910,3350100,PSYCHOLOGY (PSYCH),,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19614,227910,3370100,SOCIOLOGY (SOC),,,,,,,,,,,,,,,,,,,9,27,3.0,17,51,3.0
19615,227910,13020500,PRCTM IN HLTH SCIENCE 1ST TIME,,,,,,,,,,,,,,,,,,,38,157,4.1,38,157,4.1
19616,227910,13036400,BIOTECHNOLOGY I,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19617,227910,N1303015,EMERGENCY MED TECHNICIAN-BASIC,,,,,,,,,,,,,,,,,,,5,15,3.0,5,15,3.0
19618,227912,13016900,STAT & BUSNESS DECISION MAKING,,,,,,,,,,,,,,,,,,,14,84,6.0,14,84,6.0
19619,227912,A3050003,AP PHYSICS 1: ALGEBRA BASED,,,,,,,,,,,,,,,,,,,10,57,5.7,10,57,5.7
19620,228903,3380001,SOCIAL STD ADV STDYS (1ST TME),,,,,,,,,,,,,,,,,,,10,30,3.0,10,30,3.0
19621,228903,3500110,ART I - ART APPRECIATION,,,,,,,,,,,,,,,,,,,10,30,3.0,10,30,3.0
19622,229901,3220400,ENGLISH IV (ENG 4),,,,,,,,,,,,,,,,,,,6,24,4.0,6,24,4.0
19623,229901,3310300,ECONOMICS W/EMPH FREE ENTERPR,,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19624,229901,3330100,UNITED STATES GOVERNMENT (GOVT,,,,,,,,,,,,,,,,,,,6,18,3.0,6,18,3.0
19625,229901,3340100,US HISTORY STUDIES SINCE 1877,,,,,,,,,,,,,,,,,,,12,48,4.0,18,54,3.0
19626,229901,3350100,PSYCHOLOGY (PSYCH),,,,,,,,,,,,,,,,,,,3,12,4.0,3,12,4.0
19627,229901,3380001,SOCIAL STD ADV STDYS (1ST TME),,,,,,,,,,,,,,,,,,,3,3,3.0,3,3,3.0
19628,229901,3500110,ART I - ART APPRECIATION,,,,,,,,,,,,,,,,,,,3,12,4.0,3,12,4.0
19629,229901,13020200,PRINCIPLES OF HEALTH SCIENCE,,,,,,,,,,,,,,,,,,,6,18,3.0,6,18,3.0
19630,229901,13037200,SCIENTIFIC RESEARCH & DESIGN,,,,,,,,,,,,,,,,,,,14,56,4.0,14,56,4.0
19631,229903,3220300,ENGLISH III (ENG 3),,,,,,,,,,,,,,,,,,,6,6,6.0,6,6,6.0
