,DISTRICT,SERVICE,SERVICEX,CTE_STUDENTS_2015,CTE_HOURS_2015,CTE_AVG_2015,ALL_STUDENTS_2015,ALL_HOURS_2015,ALL_AVG_2015,CTE_STUDENTS_2016,CTE_HOURS_2016,CTE_AVG_2016,ALL_STUDENTS_2016,ALL_HOURS_2016,ALL_AVG_2016,CTE_STUDENTS_2017,CTE_HOURS_2017,CTE_AVG_2017,ALL_STUDENTS_2017,ALL_HOURS_2017,ALL_AVG_2017,CTE_STUDENTS_2018,CTE_HOURS_2018,CTE_AVG_2018,ALL_STUDENTS_2018,ALL_HOURS_2018,ALL_AVG_2018
1997,57909,13027800,DIGITAL & INTERACTIVE MEDIA,13,78,6.0,13,78,6.0,13,37,2.8,13,37,2.8,22,66,3.0,22,66,3.0,,,,,,
1998,57909,13034700,MARKETING DYNAMICS,34,171,5.0,34,171,5.0,69,172,2.5,69,172,2.5,65,162,2.5,65,162,2.5,,,,,,
1999,57909,13036500,ENG DESIGN & PRESENTATION,11,66,6.0,11,66,6.0,6,18,3.0,6,18,3.0,10,28,2.8,10,28,2.8,,,,,,
2000,57909,A3100101,AP CALCULUS AB,30,171,5.7,31,177,5.7,19,136,7.2,21,152,7.2,14,56,4.0,14,56,4.0,10,76,7.6,10,76,7.6
2001,57909,A3220100,AP ENGLISH LANGUAGE AND COMP,477,"2,784",5.8,578,"3,384",5.9,434,"2,529",5.8,514,"3,000",5.8,418,"2,397",5.7,504,"2,898",5.8,538,"3,117",5.8,614,"3,570",5.8
2002,57909,A3220200,AP ENGLISH LITERATURE AND COMP,317,"1,848",5.8,361,"2,106",5.8,371,"2,130",5.7,419,"2,415",5.8,348,"1,962",5.6,381,"2,157",5.7,311,"1,818",5.8,363,"2,127",5.9
2003,57909,A3310200,AP MACROECONOMICS,76,228,3.0,80,240,3.0,88,264,3.0,92,276,3.0,106,318,3.0,112,336,3.0,50,150,3.0,52,156,3.0
2004,57909,A3330100,AP U.S. GOVERNMENT & POLITICS,272,816,3.0,314,942,3.0,321,963,3.0,361,"1,083",3.0,301,906,3.0,337,"1,014",3.0,225,675,3.0,243,729,3.0
2005,57909,A3340100,AP UNITED STATES HISTORY,194,"1,122",5.8,243,"1,416",5.8,202,"1,161",5.7,245,"1,410",5.8,193,"1,107",5.7,222,"1,269",5.7,356,"2,094",5.9,409,"2,409",5.9
2006,57909,A3410100,AP LANG OTH THAN ENG LV 4 FREN,10,30,3.0,10,30,3.0,,,,,,,,,,,,,,,,,,
2007,57909,A3440100,AP LANG OTH THAN ENG LV 4 SPAN,6,6,6.0,6,6,6.0,13,104,8.0,15,120,8.0,8,8,8.0,8,8,8.0,,,,,,
2008,57909,N1130021,METH OF ACAD &PRSONAL SCCESS I,34,102,3.0,89,267,3.0,39,117,3.0,79,237,3.0,40,120,3.0,112,336,3.0,,,,,,
2009,57909,N1170170,THEATRE & MEDIA COMMUNICATNS I,35,105,3.0,51,153,3.0,,,,,,,,,,,,,,,,,,
2010,57909,N1302805,GEOGRAPHIC INFO SYS,17,84,4.9,17,84,4.9,,,,,,,,,,,,,,,,,,
2011,57910,3220300,ENGLISH III (ENG 3),11,33,3.0,15,45,3.0,26,141,5.4,55,306,5.6,57,327,5.7,66,372,5.6,125,690,5.5,164,912,5.6
2012,57910,3220400,ENGLISH IV (ENG 4),76,420,5.5,87,477,5.5,91,441,4.8,105,516,4.9,139,606,4.4,171,765,4.5,155,912,5.9,166,972,5.9
2013,57910,3310300,ECONOMICS W/EMPH FREE ENTERPR,100,300,3.0,112,336,3.0,65,198,3.0,78,237,3.0,77,231,3.0,111,333,3.0,111,333,3.0,153,459,3.0
2014,57910,3330100,UNITED STATES GOVERNMENT (GOVT,70,210,3.0,79,237,3.0,68,204,3.0,85,255,3.0,77,231,3.0,116,348,3.0,83,261,3.1,101,315,3.1
2015,57910,3340100,US HISTORY STUDIES SINCE 1877,20,114,5.7,26,147,5.7,49,288,5.9,71,408,5.7,30,165,5.5,33,180,5.5,68,387,5.7,98,546,5.6
2016,57910,3370100,SOCIOLOGY (SOC),3,3,3.0,3,3,3.0,,,,,,,39,117,3.0,75,225,3.0,70,219,3.1,115,354,3.1
2017,57910,13011200,"PRINC OF BUSIN, MARK, & FINAN",3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
2018,57910,13011700,BUSINESS LAW,3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
2019,57911,3102500,INDEP STUDY IN MATH (1ST TIME),3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
2020,57911,3102501,INDEP STUDY IN MATH (2ND TIME),3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
2021,57911,3220400,ENGLISH IV (ENG 4),14,42,3.0,12,72,6.0,14,42,3.0,17,51,3.0,33,198,6.0,35,210,6.0,19,114,6.0,30,180,6.0
2022,57912,3220400,ENGLISH IV (ENG 4),47,282,6.0,52,312,6.0,83,495,6.0,88,525,6.0,103,612,5.9,114,675,5.9,142,795,5.6,150,843,5.6
2023,57912,3310300,ECONOMICS W/EMPH FREE ENTERPR,26,78,3.0,28,84,3.0,41,123,3.0,45,135,3.0,43,129,3.0,46,138,3.0,45,135,3.0,54,162,3.0
2024,57912,3330100,UNITED STATES GOVERNMENT (GOVT,33,99,3.0,37,111,3.0,51,153,3.0,55,165,3.0,48,144,3.0,50,150,3.0,54,162,3.0,62,186,3.0
2025,57912,3340100,US HISTORY STUDIES SINCE 1877,25,150,6.0,27,162,6.0,47,276,5.9,51,300,5.9,16,87,5.4,18,99,5.5,42,237,5.6,47,267,5.7
2026,57912,3350100,PSYCHOLOGY (PSYCH),3,3,3.0,3,3,3.0,3,12,4.0,6,18,3.0,44,132,3.0,49,147,3.0,30,90,3.0,30,90,3.0
2027,57912,13005100,CONSTRUCTION TECHNOLOGY,13,78,6.0,13,78,6.0,,,,,,,,,,,,,,,,,,
2028,57912,13005200,ADVANCED CONSTR TECHNOLOGY,10,30,3.0,10,30,3.0,11,63,5.7,11,63,5.7,12,72,6.0,12,72,6.0,,,,,,
2029,57912,13037400,PRACTCM SCIENCE/TECH/ENG/&MATH,15,78,5.2,15,78,5.2,12,69,5.8,12,69,5.8,15,75,5.0,15,75,5.0,,,,,,
2030,57912,A3500100,AP HISTORY OF ART,6,6,6.0,6,6,6.0,,,,,,,,,,,,,,,,,,
2031,57913,3330100,UNITED STATES GOVERNMENT (GOVT,3,3,3.0,3,3,3.0,,,,,,,3,12,4.0,3,12,4.0,6,24,4.0,6,24,4.0
2032,57913,13039600,AUTOMOTIVE TECHNOLOGY,18,72,4.0,18,72,4.0,9,36,4.0,9,36,4.0,6,24,4.0,6,24,4.0,,,,,,
2033,57913,13039700,ADV AUTOMOTIVE TECHNOLOGY,9,9,9.0,9,9,9.0,3,12,4.0,3,12,4.0,4.5,4.5,4.5,4.5,4.5,4.5,,,,,,
2034,57914,3220400,ENGLISH IV (ENG 4),264,"1,533",5.8,300,"1,749",5.8,254,"1,476",5.8,272,"1,584",5.8,337,"1,992",5.9,355,"2,100",5.9,365,"2,124",5.8,385,"2,241",5.8
2035,57914,3241400,COMMUNICATION APPLICATIONS,3,3,3.0,3,3,3.0,29,87,3.0,30,90,3.0,58,174,3.0,71,213,3.0,,,,,,
2036,57914,3310300,ECONOMICS W/EMPH FREE ENTERPR,3,3,3.0,3,12,4.0,3,12,4.0,3,12,4.0,,,,,,,3,3,3.0,3,3,3.0
2037,57914,3330100,UNITED STATES GOVERNMENT (GOVT,210,630,3.0,237,711,3.0,245,738,3.0,260,783,3.0,297,891,3.0,317,951,3.0,245,735,3.0,268,804,3.0
2038,57914,3501700,ART III HISTORY (ART3HIST),3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
2039,57914,3980100,LANG O/T ENGLISH I - ASL,3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
2040,57914,13011400,BUSIN INFO MGT I,5,10,2.0,7,21,3.0,,,,,,,4,4,4.0,4,4,4.0,,,,,,
2041,57914,13020300,MEDICAL TERMINOLOGY,20,60,3.0,20,60,3.0,43,129,3.0,43,129,3.0,256,768,3.0,256,768,3.0,226,665,2.9,226,665,2.9
2042,57914,13020500,PRACTICUM HEALTH SCIENCE,66,378,5.7,66,378,5.7,59,351,5.9,59,351,5.9,108,214,2.0,108,214,2.0,,,,,,
2043,57914,13020510,PRACTICUM HEALTH SCIENCE II,21,123,5.9,21,123,5.9,30,174,5.8,30,174,5.8,34,171,5.0,34,171,5.0,,,,,,
2044,57914,13034500,RETAILING & E-TAILING,12,36,3.0,12,36,3.0,6,18,3.0,6,18,3.0,,,,,,,,,,,,
2045,57914,13034800,PRACTICUM MARKETING DYNAMICS,15,87,5.8,15,87,5.8,23,132,5.7,23,132,5.7,88,287,3.3,88,287,3.3,,,,,,
2046,57914,13034810,PRACTICUM MARKETIN DYNAMICS II,4.5,4.5,4.5,4.5,4.5,4.5,6,6,6.0,6,6,6.0,,,,,,,,,,,,
2047,57916,3220400,ENGLISH IV (ENG 4),80,477,6.0,99,588,5.9,63,366,5.8,87,510,5.9,17,102,6.0,22,129,5.9,26,150,5.8,28,162,5.8
2048,57916,3310300,ECONOMICS W/EMPH FREE ENTERPR,57,171,3.0,79,237,3.0,48,144,3.0,80,240,3.0,23,69,3.0,26,78,3.0,14,42,3.0,23,69,3.0
2049,57916,3330100,UNITED STATES GOVERNMENT (GOVT,53,159,3.0,73,219,3.0,50,150,3.0,77,231,3.0,22,66,3.0,26,78,3.0,18,54,3.0,26,78,3.0
2050,57919,3102500,INDEP STUDY IN MATH (1ST TIME),53,318,6.0,59,354,6.0,49,294,6.0,52,312,6.0,54,324,6.0,54,324,6.0,70,405,5.8,73,420,5.8
2051,57919,3102501,INDEP STUDY IN MATH (2ND TIME),18,144,8.0,18,144,8.0,25,200,8.0,25,200,8.0,25,179,7.2,25,179,7.2,,,,,,
2052,57919,3220300,ENGLISH III (ENG 3),29,174,6.0,31,186,6.0,43,258,6.0,46,276,6.0,61,366,6.0,61,366,6.0,60,357,6.0,60,357,6.0
2053,57919,3220400,ENGLISH IV (ENG 4),13,39,3.0,13,39,3.0,32,96,3.0,32,96,3.0,46,138,3.0,46,138,3.0,49,147,3.0,57,171,3.0
2054,57919,3310300,ECONOMICS W/EMPH FREE ENTERPR,49,147,3.0,49,147,3.0,65,195,3.0,65,195,3.0,63,189,3.0,63,189,3.0,56,168,3.0,63,189,3.0
2055,57919,3330100,UNITED STATES GOVERNMENT (GOVT,49,147,3.0,49,147,3.0,64,192,3.0,64,192,3.0,64,192,3.0,64,192,3.0,57,171,3.0,65,195,3.0
2056,57919,3340100,US HISTORY STUDIES SINCE 1877,57,342,6.0,64,384,6.0,63,372,5.9,69,408,5.9,61,363,6.0,61,363,6.0,49,291,5.9,49,291,5.9
2057,57919,3501700,ART III HISTORY (ART3HIST),14,84,6.0,14,84,6.0,,,,,,,,,,,,,,,,,,
2058,57919,13037200,SCIENTIFIC RESEARCH & DESIGN,47,376,8.0,47,376,8.0,61,488,8.0,61,488,8.0,58,424,7.3,58,424,7.3,,,,,,
2059,57922,3102500,INDEP STUDY IN MATH (1ST TIME),7,14,2.0,7,28,4.0,5,15,3.0,0,23,0.0,6,18,3.0,10,40,4.0,0,29,0.0,0,41,0.0
2060,57922,3120300,LANG O/T ENGLISH III- JAPANESE,3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
2061,57922,3152900,MUSIC I HISTORY (MUS1HIST),3,3,3.0,15,45,3.0,,,,,,,,,,,,,,,,,,
2062,57922,3220400,ENGLISH IV (ENG 4),120,693,5.8,163,942,5.8,119,672,5.6,146,825,5.7,134,744,5.6,200,"1,116",5.6,111,618,5.6,147,807,5.5
2063,57922,3221600,HUMANITIES (FIRST TIME TAKEN),3,3,3.0,3,3,3.0,,,,,,,3,3,3.0,3,3,3.0,,,,,,
2064,57922,3241400,COMMUNICATION APPLICATIONS,7,21,3.0,22,69,3.1,9,27,3.0,18,54,3.0,20,60,3.0,32,96,3.0,3,12,4.0,11,33,3.0
2065,57922,3310300,ECONOMICS W/EMPH FREE ENTERPR,110,330,3.0,202,606,3.0,82,246,3.0,153,459,3.0,122,366,3.0,201,603,3.0,82,246,3.0,142,426,3.0
2066,57922,3310301,ECONOMICS ADV STUDIES (1ST),3,3,3.0,6,18,3.0,,,,,,,,,,,,,,,,,,
2067,57922,3330100,UNITED STATES GOVERNMENT (GOVT,111,333,3.0,211,633,3.0,104,312,3.0,194,582,3.0,147,441,3.0,240,720,3.0,72,216,3.0,153,459,3.0
2068,57922,3340100,US HISTORY STUDIES SINCE 1877,34,189,5.6,97,525,5.4,59,330,5.6,148,828,5.6,51,285,5.6,107,600,5.6,56,249,4.4,138,639,4.6
2069,57922,3350100,PSYCHOLOGY (PSYCH),18,54,3.0,25,75,3.0,7,21,3.0,12,36,3.0,9,27,3.0,17,51,3.0,6,24,4.0,15,45,3.0
2070,57922,3370100,SOCIOLOGY (SOC),18,54,3.0,22,66,3.0,14,42,3.0,22,66,3.0,19,57,3.0,31,93,3.0,7,21,3.0,10,30,3.0
2071,57922,3380001,SOCIAL STUDIES ADV (1ST TIME),16,48,3.0,27,81,3.0,,,,,,,,,,,,,,,,,,
2072,57922,3380002,SPEC TOPIC IN SOC STUD (1ST),6,24,4.0,13,39,3.0,12,36,3.0,16,48,3.0,14,42,3.0,23,69,3.0,12,36,3.0,23,69,3.0
2073,57922,3410200,LANG O/T ENGLISH II - FRENCH,4,4,4.0,4,4,4.0,,,,,,,4,4,4.0,4,4,4.0,4,4,4.0,4,4,4.0
2074,57922,3440300,LANG O/T ENGLISH III - SPANISH,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,6,18,3.0,,,,,,
2075,57922,3501700,ART III HISTORY (ART3HIST),12,39,3.3,18,57,3.2,,,,,,,,,,,,,,,,,,
2076,57922,3980300,LANG O/T ENGLISH III - ASL,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,,,,,,,,,,,,
2077,57922,13011200,"PRINC OF BUSIN, MARK, & FINAN",18,54,3.0,29,87,3.0,7,28,4.0,21,65,3.1,7,21,3.0,17,34,2.0,3,12,4.0,5,15,3.0
2078,57922,13011400,BUSIN INFO MGT I,4,4,4.0,4,4,4.0,,,,,,,5,15,3.0,11,22,2.0,,,,,,
2079,57922,13011700,BUSINESS LAW,3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
2080,57922,13016600,ACCOUNTING I,3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
2081,57922,13024300,DOLLARS AND SENSE,6,18,3.0,11,33,3.0,,,,,,,,,,,,,,,,,,
2082,57922,13034200,ADVERTISING & SALES PROMO,7,21,3.0,6,24,4.0,5,15,3.0,7,21,3.0,3,3,3.0,3,3,3.0,,,,,,
2083,57922,13037200,SCIENTIFIC RESEARCH & DESIGN,7,14,2.0,7,21,3.0,0,29,0.0,10,36,3.6,3,3,3.0,11,22,2.0,0,25,0.0,10,56,5.6
2084,57922,13039200,"PRINC OF TRANS, DISTR & LOGIST",3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
2085,58902,3102500,INDEP STUDY IN MATH (1ST TIME),3,3,3.0,3,3,3.0,,,,,,,3,12,4.0,3,12,4.0,3,3,3.0,3,3,3.0
2086,58902,3152900,MUSIC I HISTORY (MUS1HIST),6,6,6.0,6,6,6.0,,,,,,,,,,,,,,,,,,
2087,58902,3220300,ENGLISH III (ENG 3),9,27,3.0,9,27,3.0,11,33,3.0,11,33,3.0,6,18,3.0,6,18,3.0,,,,,,
2088,58902,3220400,ENGLISH IV (ENG 4),6,6,6.0,6,6,6.0,,,,,,,9,27,3.0,9,27,3.0,,,,,,
2089,58902,3330100,UNITED STATES GOVERNMENT (GOVT,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,5,15,3.0,5,15,3.0,3,3,3.0,3,3,3.0
2090,58902,3350100,PSYCHOLOGY (PSYCH),3,12,4.0,3,12,4.0,7,21,3.0,7,21,3.0,3,3,3.0,3,3,3.0,,,,,,
2091,58902,3380001,SOCIAL STUDIES ADV (1ST TIME),3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
2092,58902,3380031,SOCIAL STUDIES ADV STUD (3RD),3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
2093,58902,13000300,LIVESTOCK PRODUCTION,3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
2094,58902,13011500,BUSIN INFO MGT II,3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
2095,58905,3101100,PRECALCULUS (PRE CALC),10,60,6.0,10,60,6.0,14,42,3.0,12,48,4.0,9,36,4.0,12,48,4.0,13,75,5.8,14,81,5.8
2096,58905,3220300,ENGLISH III (ENG 3),10,30,3.0,12,48,4.0,11,66,6.0,12,72,6.0,16,90,5.6,17,96,5.6,18,72,4.0,18,72,4.0
2097,58905,3220400,ENGLISH IV (ENG 4),12,48,4.0,12,48,4.0,9,36,4.0,14,42,3.0,9,27,3.0,9,36,4.0,14,42,3.0,14,42,3.0
2098,58905,3340100,US HISTORY STUDIES SINCE 1877,6,24,4.0,14,42,3.0,11,66,6.0,12,72,6.0,15,87,5.8,16,93,5.8,,,,,,
2099,58906,3101100,PRECALCULUS (PRE CALC),16,96,6.0,17,102,6.0,19,114,6.0,21,126,6.0,15,45,3.0,15,45,3.0,17,99,5.8,17,99,5.8
2100,58906,3102500,INDEP STUDY IN MATH (1ST TIME),5,15,3.0,5,15,3.0,6,18,3.0,6,18,3.0,,,,,,,,,,,,
2101,58906,3102501,INDEP STUDY IN MATH (2ND TIME),5,15,3.0,5,15,3.0,6,18,3.0,6,18,3.0,,,,,,,,,,,,
2102,58906,3220300,ENGLISH III (ENG 3),21,117,5.6,21,117,5.6,22,126,5.7,22,126,5.7,24,111,4.6,25,114,4.6,24,126,5.3,24,126,5.3
2103,58906,3220400,ENGLISH IV (ENG 4),6,18,3.0,6,18,3.0,13,54,4.2,13,54,4.2,4.5,4.5,4.5,4.5,4.5,4.5,3,3,3.0,3,3,3.0
2104,58906,3340100,US HISTORY STUDIES SINCE 1877,18,105,5.8,18,105,5.8,,,,,,,13,69,5.3,15,81,5.4,17,99,5.8,18,105,5.8
2105,58909,3152700,MUSIC I THEORY (MUS1THY),6,18,3.0,6,18,3.0,,,,,,,,,,,,,,,,,,
2106,58909,3220400,ENGLISH IV (ENG 4),6,6,6.0,6,6,6.0,7,21,3.0,13,39,3.0,3,3,3.0,3,3,3.0,6,6,6.0,6,6,6.0
2107,58909,3240900,PUBLIC SPEAKING I (PUBSPKG1),3,3,3.0,3,3,3.0,3,3,3.0,7,21,3.0,11,33,3.0,14,42,3.0,3,12,4.0,5,15,3.0
2108,58909,3330100,UNITED STATES GOVERNMENT (GOVT,3,3,3.0,3,3,3.0,,,,,,,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0
2109,58909,3350100,PSYCHOLOGY (PSYCH),3,12,4.0,3,12,4.0,,,,,,,3,12,4.0,7,21,3.0,5,15,3.0,5,15,3.0
2110,58909,3380001,SOCIAL STUDIES ADV (1ST TIME),18,54,3.0,18,54,3.0,,,,,,,,,,,,,,,,,,
2111,58909,3380002,SPEC TOPIC IN SOC STUD (1ST),3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
2112,59901,3101100,PRECALCULUS (PRE CALC),44,246,5.6,45,252,5.6,33,248,7.5,34,256,7.5,38,210,5.5,39,216,5.5,33,180,5.5,35,192,5.5
2113,59901,3310300,ECONOMICS W/EMPH FREE ENTERPR,39,117,3.0,39,117,3.0,,,,,,,45,135,3.0,51,153,3.0,41,123,3.0,43,129,3.0
2114,59901,3440300,LANG O/T ENGLISH III - SPANISH,19,57,3.0,19,57,3.0,,,,,,,13,78,6.0,13,78,6.0,9,36,4.0,14,42,3.0
2115,59901,13011400,BUSIN INFO MGT I,3,12,4.0,3,12,4.0,,,,,,,,,,,,,,,,,,
2116,59901,A3220200,AP ENGLISH LITERATURE AND COMP,37,222,6.0,37,222,6.0,49,294,6.0,51,306,6.0,41,246,6.0,46,273,5.9,41,222,5.4,43,228,5.3
2117,59901,A3330100,AP U.S. GOVERNMENT & POLITICS,48,144,3.0,48,144,3.0,56,168,3.0,58,174,3.0,46,138,3.0,52,156,3.0,43,129,3.0,45,135,3.0
2118,59901,A3340100,AP UNITED STATES HISTORY,53,318,6.0,56,336,6.0,64,369,5.8,65,375,5.8,40,237,5.9,40,237,5.9,59,336,5.7,60,342,5.7
2119,60902,3102500,INDEP STUDY IN MATH (1ST TIME),12,36,3.0,12,36,3.0,,,,,,,,,,,,,,,,,,
2120,60902,3220400,ENGLISH IV (ENG 4),13,78,6.0,13,78,6.0,14,42,3.0,14,42,3.0,14,42,3.0,14,42,3.0,18,54,3.0,18,54,3.0
2121,60902,3330100,UNITED STATES GOVERNMENT (GOVT,17,51,3.0,17,51,3.0,10,30,3.0,10,30,3.0,17,51,3.0,17,51,3.0,19,57,3.0,19,57,3.0
2122,60902,3340100,US HISTORY STUDIES SINCE 1877,11,33,3.0,11,33,3.0,23,132,5.7,23,132,5.7,22,126,5.7,23,129,5.6,24,72,3.0,24,72,3.0
2123,60902,3350100,PSYCHOLOGY (PSYCH),11,33,3.0,11,33,3.0,,,,,,,,,,,,,,,,,,
2124,60902,3380002,SPEC TOPIC IN SOC STUD (1ST),13,39,3.0,13,39,3.0,5,15,3.0,5,15,3.0,12,36,3.0,12,36,3.0,15,45,3.0,15,45,3.0
2125,60902,3380022,SPEC TOPIC IN SOC STUD (2ND),14,42,3.0,14,42,3.0,7,21,3.0,7,21,3.0,14,42,3.0,14,42,3.0,15,45,3.0,15,45,3.0
2126,60902,3440300,LANG O/T ENGLISH III - SPANISH,14,56,4.0,14,56,4.0,10,80,8.0,11,88,8.0,17,51,3.0,17,51,3.0,8,8,8.0,8,8,8.0
2127,60914,3102500,INDEP STUDY IN MATH (1ST TIME),6,18,3.0,6,18,3.0,6,18,3.0,6,18,3.0,6,18,3.0,6,18,3.0,6,18,3.0,6,18,3.0
2128,60914,3220400,ENGLISH IV (ENG 4),6,6,6.0,6,6,6.0,9,36,4.0,9,36,4.0,7,21,3.0,7,21,3.0,10,30,3.0,10,30,3.0
2129,60914,3330100,UNITED STATES GOVERNMENT (GOVT,3,3,3.0,3,3,3.0,6,18,3.0,6,18,3.0,3,12,4.0,3,12,4.0,3,12,4.0,3,12,4.0
2130,61901,3101100,PRECALCULUS (PRE CALC),26,70,2.7,59,169,2.9,29,84,2.9,47,128,2.7,29,79,2.7,44,121,2.8,24,68,2.8,30,86,2.9
2131,61901,3330100,UNITED STATES GOVERNMENT (GOVT,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,,,,,,,3,3,3.0,3,3,3.0
2132,61901,A3020000,AP ENVIRONMENTAL SCIENCE,2.5,2.5,2.5,2.7,2.7,2.7,10,28,2.8,20,58,2.9,,,,,,,0,19,0.0,13,31,2.4
2133,61901,A3220100,AP ENGLISH LANGUAGE AND COMP,56,106,1.9,93,169,1.8,44,124,2.8,61,173,2.8,48,134,2.8,71,203,2.9,47,133,2.8,74,212,2.9
2134,61901,A3220200,AP ENGLISH LITERATURE AND COMP,48,133,2.8,80,223,2.8,65,183,2.8,89,255,2.9,52,146,2.8,68,190,2.8,66,198,3.0,90,268,3.0
2135,61901,A3310200,AP MACROECONOMICS,19,57,3.0,36,108,3.0,12,36,3.0,19,57,3.0,18,54,3.0,22,66,3.0,24,72,3.0,36,108,3.0
2136,61901,A3330100,AP U.S. GOVERNMENT & POLITICS,41,123,3.0,69,207,3.0,33,99,3.0,55,165,3.0,36,108,3.0,45,135,3.0,45,135,3.0,68,204,3.0
2137,61901,A3340100,AP UNITED STATES HISTORY,16,48,3.0,26,78,3.0,27,76,2.8,36,103,2.9,37,109,2.9,53,157,3.0,29,83,2.9,36,104,2.9
2138,61902,3102500,INDEP STUDY IN MATH (1ST TIME),6,6,6.0,6,6,6.0,,,,,,,6,24,4.0,10,36,3.6,6,24,4.0,15,45,3.0
2139,61902,3220400,ENGLISH IV (ENG 4),3,12,4.0,3,12,4.0,9,36,4.0,11,45,4.1,15,72,4.8,20,96,4.8,109,606,5.6,174,984,5.7
2140,61902,3310300,ECONOMICS W/EMPH FREE ENTERPR,45,135,3.0,77,231,3.0,50,150,3.0,90,270,3.0,99,297,3.0,131,393,3.0,130,390,3.0,189,567,3.0
2141,61902,3330100,UNITED STATES GOVERNMENT (GOVT,47,141,3.0,78,234,3.0,45,135,3.0,74,222,3.0,102,306,3.0,133,399,3.0,126,378,3.0,184,552,3.0
2142,61902,3340100,US HISTORY STUDIES SINCE 1877,11,33,3.0,13,72,5.5,6,18,3.0,9,36,4.0,31,177,5.7,50,285,5.7,115,660,5.7,192,"1,107",5.8
2143,61902,3350100,PSYCHOLOGY (PSYCH),3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0
2144,61903,3102500,INDEP STUDY IN MATH (1ST TIME),13,45,3.5,15,52,3.5,21,70,3.3,21,70,3.3,,,,,,,,,,,,
2145,61903,3102501,INDEP STUDY IN MATH (2ND TIME),10,30,3.0,12,36,3.0,,,,,,,,,,,,,,,,,,
2146,61903,3220300,ENGLISH III (ENG 3),24,144,6.0,30,177,5.9,27,156,5.8,30,174,5.8,,,,,,,,,,,,
2147,61903,3220400,ENGLISH IV (ENG 4),16,84,5.3,20,108,5.4,33,186,5.6,33,186,5.6,,,,,,,17,96,5.6,23,132,5.7
2148,61903,3310300,ECONOMICS W/EMPH FREE ENTERPR,28,84,3.0,32,96,3.0,36,108,3.0,36,108,3.0,,,,,,,17,51,3.0,23,69,3.0
2149,61903,3330100,UNITED STATES GOVERNMENT (GOVT,30,90,3.0,34,102,3.0,37,111,3.0,37,111,3.0,,,,,,,18,54,3.0,24,72,3.0
2150,61903,3340100,US HISTORY STUDIES SINCE 1877,31,180,5.8,40,231,5.8,29,165,5.7,32,183,5.7,,,,,,,29,168,5.8,35,204,5.8
2151,61903,3350100,PSYCHOLOGY (PSYCH),3,3,3.0,10,30,3.0,13,39,3.0,14,42,3.0,,,,,,,6,18,3.0,6,24,4.0
2152,61903,3370100,SOCIOLOGY (SOC),9,27,3.0,3,3,3.0,3,3,3.0,3,3,3.0,,,,,,,3,3,3.0,5,15,3.0
2153,61903,3380001,SOCIAL STUDIES ADV (1ST TIME),3,3,3.0,3,3,3.0,,,,,,,,,,,,,,,,,,
2154,61905,3102500,INDEP STUDY IN MATH (1ST TIME),3,12,4.0,9,27,3.0,16,48,3.0,18,54,3.0,3,3,3.0,3,3,3.0,3,3,3.0,3,3,3.0
2155,61905,3102501,INDEP STUDY IN MATH (2ND TIME),3,12,4.0,6,24,4.0,15,45,3.0,17,51,3.0,,,,,,,,,,,,
2156,61905,3220300,ENGLISH III (ENG 3),7,21,3.0,5.3,5.3,5.3,,,,,,,6,6,6.0,6,6,6.0,19,111,5.8,20,117,5.9
2157,61905,3220400,ENGLISH IV (ENG 4),10,30,3.0,11,33,3.0,6,6,6.0,6,18,3.0,11,33,3.0,11,33,3.0,14,72,5.1,15,78,5.2
2158,61905,3310300,ECONOMICS W/EMPH FREE ENTERPR,16,48,3.0,17,51,3.0,22,66,3.0,24,72,3.0,21,63,3.0,28,84,3.0,12,36,3.0,12,36,3.0
2159,61905,3330100,UNITED STATES GOVERNMENT (GOVT,14,42,3.0,15,45,3.0,26,78,3.0,30,90,3.0,26,78,3.0,33,99,3.0,24,72,3.0,28,84,3.0
