REPORT_DISTRICT,REPORT_DISTNAME,REPORT_CHARTER_STATUS,BLANK_COLUMN,DISTRICT,SERVICE,SERVICEX,CTE_STUDENTS,CTE_HOURS,CTE_AVG,ALL_STUDENTS,ALL_HOURS,ALL_AVG
,,,,071907,03370100,SOCIOLOGY (SOC),,0,,-999,-999,3.0
,,,,071907,03380001,SOCIAL STD ADV STDYS (1ST TME),23,120,5.2,30,159,5.3
,,,,071907,03380002,SPEC TOPIC IN SOC STUD (1ST),49,147,3.0,58,174,3.0
,,,,071907,03440330,SPANISH FOR SPAN SPEAKERS LVL3,11,33,3.0,27,81,3.0
,,,,071907,13011400,BUSIN INFO MGT I,15,45,3.0,17,51,3.0
,,,,071907,13020600,ANATOMY & PHYSIOLOGY,-999,56,-999.0,26,159,6.1
,,,,071907,13032800,ADV FLEXIBLE MANUFACTURING,-999,-999,6.0,-999,-999,6.0
,,,,071907,13040400,"PRACTICUM TRANS, DIST & LOG",-999,-999,6.0,-999,18,-999.0
Total,,,,071907,,,481,"2,451",5.1,743,"3,794",5.1
,,,,071907,,,,,,,,
071908,TORNILLO ISD,TRADITIONAL ISD/CSD,,071908,03040000,CHEMISTRY (CHEM),,0,,-999,-999,6.0
,,,,071908,03060100,ASTRONOMY (ASTRMY),-999,-999,3.0,-999,30,-999.0
,,,,071908,03101100,PRECALCULUS (PRE CALC),-999,45,-999.0,11,54,4.9
,,,,071908,03102500,INDEP STUDY IN MATH (1ST TIME),,0,,-999,-999,3.0
,,,,071908,03220300,ENGLISH III (ENG 3),-999,18,-999.0,-999,18,-999.0
,,,,071908,03220400,ENGLISH IV (ENG 4),16,78,4.9,22,111,5.0
,,,,071908,03241400,COMMUNICATION APPLICATIONS,15,45,3.0,17,51,3.0
,,,,071908,03241401,CONTEMPORY MEDIA,,0,,-999,-999,3.0
,,,,071908,03270100,COLLEGE READINESS & STDY SKILS,16,48,3.0,18,54,3.0
,,,,071908,03310300,ECONOMICS W/EMPH FREE ENTERPR,13,39,3.0,13,39,3.0
,,,,071908,03330100,UNITED STATES GOVERNMENT (GOVT,14,42,3.0,14,42,3.0
,,,,071908,03340100,US HISTORY STUDIES SINCE 1877,-999,33,-999.0,-999,36,-999.0
,,,,071908,03350100,PSYCHOLOGY (PSYCH),13,39,3.0,14,42,3.0
,,,,071908,03370100,SOCIOLOGY (SOC),,0,,-999,-999,3.0
,,,,071908,03380001,SOCIAL STD ADV STDYS (1ST TME),-999,27,-999.0,10,30,3.0
,,,,071908,03380002,SPEC TOPIC IN SOC STUD (1ST),10,30,3.0,12,36,3.0
,,,,071908,03380022,SPEC TOPIC IN SOC STUD (2ND),,0,,-999,-999,3.0
,,,,071908,03380032,SPEC TOPICS IN SOC STUD (3RD),,0,,-999,-999,3.0
,,,,071908,03500110,ART I - ART APPRECIATION,-999,27,-999.0,-999,27,-999.0
,,,,071908,13005600,ELECTRICAL TECHNOLOGY,-999,-999,3.0,-999,-999,3.0
,,,,071908,13005700,ADV ELECTRICAL TECHNOLOGY,-999,12,-999.0,-999,12,-999.0
,,,,071908,13014200,PRINC OF ED & TRAINING,,0,,-999,-999,3.0
,,,,071908,13020200,PRINCIPLES OF HEALTH SCIENCE,-999,-999,3.0,-999,-999,3.0
,,,,071908,13029300,LAW ENFORCEMENT I,,0,,-999,-999,3.0
,,,,071908,13029600,COURT SYS & PRACTICES,,0,,-999,-999,3.0
,,,,071908,13034200,ADVERTISING & SALES PROMO,,0,,-999,-999,3.0
,,,,071908,13039700,ADV AUTOMOTIVE TECHNOLOGY,-999,12,-999.0,-999,12,-999.0
,,,,071908,13040400,"PRACTICUM TRANS, DIST & LOG",-999,-999,3.0,-999,-999,3.0
Total,,,,071908,,,145,513,3.5,180,651,3.6
,,,,071908,,,,,,,,
071909,SOCORRO ISD,TRADITIONAL ISD/CSD,,071909,03010200,BIOLOGY (BIO),195,"1,492",7.7,198,"1,504",7.6
,,,,071909,03040000,CHEMISTRY (CHEM),13,76,5.8,19,112,5.9
,,,,071909,03050000,PHYSICS (PHYSICS),12,88,7.3,13,96,7.4
,,,,071909,03101100,PRECALCULUS (PRE CALC),214,"1,396",6.5,250,"1,652",6.6
,,,,071909,03102500,INDEP STUDY IN MATH (1ST TIME),32,146,4.6,49,218,4.4
,,,,071909,03102501,INDEP STUDY IN MATH (2ND TIME),23,141,6.1,24,148,6.2
,,,,071909,03102502,INDEPEND STUDY MATH,26,120,4.6,27,126,4.7
,,,,071909,03155600,MUSIC STUDIES-MUSIC APPREC. I,46,138,3.0,48,144,3.0
,,,,071909,03155700,MUSIC STUDIES-MUSIC APPREC. II,,0,,-999,-999,3.0
,,,,071909,03220300,ENGLISH III (ENG 3),477,"2,712",5.7,580,"3,306",5.7
,,,,071909,03220400,ENGLISH IV (ENG 4),403,"2,244",5.6,432,"2,358",5.5
,,,,071909,03221100,RESEARCH/TECHNICAL WRITING,312,936,3.0,321,963,3.0
,,,,071909,03221700,VISUAL MEDIA ANALYSIS AND PROD,-999,-999,3.0,-999,-999,3.0
,,,,071909,03221800,INDEP STUDY/ENGLISH (1ST TIME),,0,,-999,-999,3.0
,,,,071909,03221820,INDEP STUDY/ENGLISH (3RD TIME),16,96,6.0,17,102,6.0
,,,,071909,03250700,"THEATRE I, THEATRE PROD I",15,84,5.6,15,84,5.6
,,,,071909,03310300,ECONOMICS W/EMPH FREE ENTERPR,284,852,3.0,307,921,3.0
,,,,071909,03310301,ECONOMICS ADV STUDIES (1ST),-999,-999,3.0,-999,12,-999.0
,,,,071909,03330100,UNITED STATES GOVERNMENT (GOVT,442,"1,326",3.0,453,"1,359",3.0
,,,,071909,03340100,US HISTORY STUDIES SINCE 1877,439,"2,529",5.8,530,"3,060",5.8
,,,,071909,03350100,PSYCHOLOGY (PSYCH),-999,18,-999.0,14,42,3.0
,,,,071909,03370100,SOCIOLOGY (SOC),,0,,-999,12,-999.0
,,,,071909,03380001,SOCIAL STD ADV STDYS (1ST TME),-999,24,-999.0,19,60,3.2
,,,,071909,03380002,SPEC TOPIC IN SOC STUD (1ST),95,285,3.0,97,291,3.0
,,,,071909,03380022,SPEC TOPIC IN SOC STUD (2ND),-999,12,-999.0,15,45,3.0
,,,,071909,03380032,SPEC TOPICS IN SOC STUD (3RD),67,201,3.0,69,207,3.0
,,,,071909,03440300,LANG O/T ENGLISH III - SPANISH,-999,21,-999.0,23,69,3.0
,,,,071909,03500110,ART I - ART APPRECIATION,-999,-999,3.0,11,33,3.0
,,,,071909,13008600,ADV AUDIO VIDEO PRODUCTION,-999,36,-999.0,-999,36,-999.0
,,,,071909,13009900,PROFESSIONAL COMMUNICATIONS,362,"1,086",3.0,363,"1,089",3.0
,,,,071909,13011200,"PRINC OF BUSIN, MARK, & FINAN",11,48,4.4,11,48,4.4
,,,,071909,13011400,BUSIN INFO MGT I,-999,-999,3.0,-999,-999,3.0
,,,,071909,13014300,HUMAN GROWTH & DEVELOP,12,54,4.5,13,57,4.4
,,,,071909,13014400,INSTR PRACT IN ED & TRAINING,-999,-999,3.0,-999,-999,3.0
,,,,071909,13014510,PRACTICUM ED & TRAINING II,-999,21,-999.0,-999,21,-999.0
,,,,071909,13016200,MONEY MATTERS,60,180,3.0,60,180,3.0
,,,,071909,13016600,ACCOUNTING I,-999,15,-999.0,-999,18,-999.0
,,,,071909,13016700,ACCOUNTING II,-999,18,-999.0,-999,21,-999.0
,,,,071909,13020510,PRACTICUM HEALTH SCIENCE II,23,138,6.0,23,138,6.0
,,,,071909,13020600,ANATOMY & PHYSIOLOGY,19,84,4.4,24,114,4.8
,,,,071909,13020700,MEDICAL MICROBIOLOGY,-999,-999,3.0,-999,-999,3.0
,,,,071909,13023000,FOOD SCIENCE,-999,-999,3.0,-999,-999,3.0
,,,,071909,13024500,LIFETIME NUTRIT & WELLNSS,28,84,3.0,28,84,3.0
,,,,071909,13024700,CHILD DEVELOPMENT,10,45,4.5,11,48,4.4
,,,,071909,13024800,CHILD GUIDANCE,10,45,4.5,10,45,4.5
,,,,071909,13025000,PRACTICUM HUMAN SVCS,10,30,3.0,10,30,3.0
,,,,071909,13027300,COMPUTER MAINTENANCE,,0,,-999,-999,3.0
,,,,071909,13027600,COMPUTER PROGRAMMING,,0,,-999,-999,4.0
,,,,071909,13027700,ADV COMPUTER PROGRAMMING,,0,,-999,-999,4.0
,,,,071909,13027800,DIGITAL & INTERACTIVE MEDIA,39,117,3.0,39,117,3.0
,,,,071909,13029200,"PRINC LAW, PUB SAFE,CORRT &SEC",14,42,3.0,15,45,3.0
,,,,071909,13029300,LAW ENFORCEMENT I,20,60,3.0,22,66,3.0
,,,,071909,13029400,LAW ENFORCEMENT II,-999,-999,3.0,-999,12,-999.0
,,,,071909,13029600,COURT SYS & PRACTICES,26,144,5.5,27,147,5.4
,,,,071909,13029700,CORRECTIONAL SERVICES,-999,-999,3.0,-999,12,-999.0
,,,,071909,13029800,SECURITY SERVICES,27,81,3.0,27,81,3.0
,,,,071909,13029900,FIREFIGHTER I,13,54,4.2,13,54,4.2
,,,,071909,13030000,FIREFIGHTER II,-999,27,-999.0,-999,27,-999.0
,,,,071909,13036500,ENG DESIGN & PRESENTATION,-999,-999,3.0,-999,-999,3.0
,,,,071909,13037200,SCIENTIFIC RESEARCH & DESIGN,-999,40,-999.0,-999,60,-999.0
,,,,071909,13037220,SCIEN RESEARCH & DESIGN III,-999,56,-999.0,-999,56,-999.0
,,,,071909,13039600,AUTOMOTIVE TECHNOLOGY,-999,15,-999.0,-999,15,-999.0
,,,,071909,13039700,ADV AUTOMOTIVE TECHNOLOGY,-999,12,-999.0,-999,12,-999.0
,,,,071909,PES00052,FOUND OF PERSON FITNESS,,0,,-999,-999,3.0
Total,,,,071909,,,"3,875","17,508",4.5,"4,307","19,611",4.6
,,,,071909,,,,,,,,
072801,PREMIER HIGH SCHOOLS,OPEN ENROLLMENT CHARTER,,072801,03050000,PHYSICS (PHYSICS),,0,,-999,-999,3.0
,,,,072801,03060100,ASTRONOMY (ASTRMY),-999,-999,3.0,-999,-999,3.0
,,,,072801,03100600,ALGEBRA II (ALG2),,0,,-999,-999,6.0
,,,,072801,03101100,PRECALCULUS (PRE CALC),,0,,-999,-999,4.5
,,,,072801,03102500,INDEP STUDY IN MATH (1ST TIME),,0,,-999,24,-999.0
,,,,072801,03152600,"MUSIC II, APPLIED MUSIC II",,0,,-999,-999,2.0
,,,,072801,03155600,MUSIC STUDIES-MUSIC APPREC. I,,0,,-999,-999,4.0
,,,,072801,03220300,ENGLISH III (ENG 3),-999,27,-999.0,17,63,3.7
,,,,072801,03220400,ENGLISH IV (ENG 4),-999,27,-999.0,18,63,3.5
,,,,072801,03221600,HUMANITIES (FIRST TIME TAKEN),-999,-999,6.0,-999,-999,6.0
,,,,072801,03241400,COMMUNICATION APPLICATIONS,,0,,-999,-999,3.0
,,,,072801,03250100,"THEATRE I, THEATRE ARTS I",-999,-999,6.0,-999,-999,6.0
,,,,072801,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,-999,3.0,-999,15,-999.0
,,,,072801,03330100,UNITED STATES GOVERNMENT (GOVT,10,30,3.0,28,84,3.0
,,,,072801,03340100,US HISTORY STUDIES SINCE 1877,,0,,-999,39,-999.0
,,,,072801,03350100,PSYCHOLOGY (PSYCH),17,51,3.0,32,96,3.0
,,,,072801,03370100,SOCIOLOGY (SOC),,0,,-999,-999,3.0
,,,,072801,03380002,SPEC TOPIC IN SOC STUD (1ST),,0,,-999,-999,3.0
,,,,072801,03440100,LANG O/T ENGLISH I - SPANISH,-999,-999,8.0,-999,24,-999.0
,,,,072801,03440300,LANG O/T ENGLISH III - SPANISH,-999,-999,3.0,-999,-999,3.0
,,,,072801,03440400,LANG O/T ENGLISH IV - SPANISH,-999,-999,3.0,-999,-999,3.0
,,,,072801,03500100,ART I (ART 1),-999,-999,3.0,-999,-999,3.0
,,,,072801,03501300,"ART III, DRAWING II",,0,,-999,-999,3.0
,,,,072801,03980100,LANG O/T ENGLISH I - ASL,-999,-999,3.0,-999,-999,3.0
,,,,072801,03980200,LANG O/T ENGLISH II - ASL,-999,-999,4.0,-999,-999,4.0
,,,,072801,13011400,BUSIN INFO MGT I,-999,12,-999.0,-999,12,-999.0
,,,,072801,13011800,GLOBAL BUSINESS,11,33,3.0,11,33,3.0
,,,,072801,13016200,MONEY MATTERS,15,45,3.0,16,48,3.0
,,,,072801,13029200,"PRINC LAW, PUB SAFE,CORRT &SEC",,0,,-999,-999,3.0
Total,,,,072801,,,82,267,3.3,167,583,3.5
,,,,072801,,,,,,,,
072902,DUBLIN ISD,TRADITIONAL ISD/CSD,,072902,03102500,INDEP STUDY IN MATH (1ST TIME),-999,21,-999.0,-999,21,-999.0
,,,,072902,03102502,INDEPEND STUDY MATH,-999,-999,3.0,-999,-999,3.0
,,,,072902,03155600,MUSIC STUDIES-MUSIC APPREC. I,-999,-999,3.0,-999,-999,3.0
,,,,072902,03220400,ENGLISH IV (ENG 4),14,45,3.2,14,45,3.2
,,,,072902,03241400,COMMUNICATION APPLICATIONS,-999,-999,3.0,-999,-999,3.0
,,,,072902,03310300,ECONOMICS W/EMPH FREE ENTERPR,11,33,3.0,11,33,3.0
,,,,072902,03330100,UNITED STATES GOVERNMENT (GOVT,12,36,3.0,12,36,3.0
,,,,072902,03340100,US HISTORY STUDIES SINCE 1877,-999,15,-999.0,-999,18,-999.0
,,,,072902,03340400,WORLD HISTORY STUDIES (W HIST),13,69,5.3,13,69,5.3
,,,,072902,03350100,PSYCHOLOGY (PSYCH),-999,21,-999.0,-999,27,-999.0
,,,,072902,03370100,SOCIOLOGY (SOC),-999,15,-999.0,-999,21,-999.0
,,,,072902,03500110,ART I - ART APPRECIATION,-999,12,-999.0,-999,12,-999.0
,,,,072902,N1290050,COLLEGE TRANSITION,-999,-999,1.0,-999,-999,1.0
Total,,,,072902,,,86,289,3.4,91,304,3.3
,,,,072902,,,,,,,,
072903,STEPHENVILLE ISD,TRADITIONAL ISD/CSD,,072903,03010200,BIOLOGY (BIO),24,192,8.0,30,236,7.9
,,,,072903,03040000,CHEMISTRY (CHEM),-999,28,-999.0,-999,48,-999.0
,,,,072903,03102500,INDEP STUDY IN MATH (1ST TIME),-999,24,-999.0,-999,24,-999.0
,,,,072903,03220300,ENGLISH III (ENG 3),45,440,9.8,57,550,9.6
,,,,072903,03220400,ENGLISH IV (ENG 4),33,300,9.1,38,345,9.1
,,,,072903,03310300,ECONOMICS W/EMPH FREE ENTERPR,14,42,3.0,15,45,3.0
,,,,072903,03330100,UNITED STATES GOVERNMENT (GOVT,14,42,3.0,15,45,3.0
,,,,072903,03340100,US HISTORY STUDIES SINCE 1877,59,351,5.9,75,447,6.0
,,,,072903,03340400,WORLD HISTORY STUDIES (W HIST),53,318,6.0,61,366,6.0
,,,,072903,03440300,LANG O/T ENGLISH III - SPANISH,17,128,7.5,18,136,7.6
,,,,072903,03440400,LANG O/T ENGLISH IV - SPANISH,13,82,6.3,16,97,6.1
,,,,072903,03440500,LANG O/T ENGLISH V - SPANISH,-999,12,-999.0,-999,12,-999.0
,,,,072903,13020600,ANATOMY & PHYSIOLOGY,46,356,7.7,46,356,7.7
,,,,072903,13025200,COSMETOLOGY I,-999,40,-999.0,-999,40,-999.0
,,,,072903,13025300,COSMETOLOGY II,-999,30,-999.0,-999,30,-999.0
Total,,,,072903,,,340,"2,385",7.0,396,"2,777",7.0
,,,,072903,,,,,,,,
072908,HUCKABAY ISD,TRADITIONAL ISD/CSD,,072908,03102500,INDEP STUDY IN MATH (1ST TIME),-999,15,-999.0,-999,15,-999.0
,,,,072908,03220400,ENGLISH IV (ENG 4),-999,12,-999.0,-999,12,-999.0
,,,,072908,03330100,UNITED STATES GOVERNMENT (GOVT,-999,12,-999.0,-999,12,-999.0
,,,,072908,03340100,US HISTORY STUDIES SINCE 1877,-999,42,-999.0,-999,42,-999.0
Total,,,,072908,,,20,81,4.1,20,81,4.1
,,,,072908,,,,,,,,
072909,LINGLEVILLE ISD,TRADITIONAL ISD/CSD,,072909,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,15,-999.0,-999,15,-999.0
,,,,072909,03330100,UNITED STATES GOVERNMENT (GOVT,-999,18,-999.0,-999,18,-999.0
,,,,072909,03340100,US HISTORY STUDIES SINCE 1877,-999,33,-999.0,-999,33,-999.0
,,,,072909,13002200,AG MECH & METAL TECH,-999,12,-999.0,-999,12,-999.0
,,,,072909,13002300,AG FAC DESGN & FABR,-999,36,-999.0,-999,36,-999.0
Total,,,,072909,,,25,114,4.6,25,114,4.6
,,,,072909,,,,,,,,
073901,CHILTON ISD,TRADITIONAL ISD/CSD,,073901,03100600,ALGEBRA II (ALG2),-999,-999,3.0,-999,-999,3.0
,,,,073901,03101100,PRECALCULUS (PRE CALC),-999,15,-999.0,-999,15,-999.0
,,,,073901,03220300,ENGLISH III (ENG 3),-999,12,-999.0,-999,12,-999.0
,,,,073901,03220400,ENGLISH IV (ENG 4),-999,12,-999.0,-999,12,-999.0
,,,,073901,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,-999,3.0,-999,-999,3.0
,,,,073901,03330100,UNITED STATES GOVERNMENT (GOVT,-999,12,-999.0,-999,12,-999.0
,,,,073901,03340100,US HISTORY STUDIES SINCE 1877,-999,-999,4.5,-999,-999,4.5
,,,,073901,03350100,PSYCHOLOGY (PSYCH),-999,24,-999.0,-999,24,-999.0
,,,,073901,03380001,SOCIAL STD ADV STDYS (1ST TME),-999,18,-999.0,-999,18,-999.0
,,,,073901,03380021,SOCIAL STD ADV STDYS (2ND TME),-999,-999,3.0,-999,-999,3.0
,,,,073901,13011600,BUSINESS ENGLISH,-999,-999,3.0,-999,-999,3.0
,,,,073901,13037200,SCIENTIFIC RESEARCH & DESIGN,-999,11,-999.0,-999,11,-999.0
Total,,,,073901,,,42,140,3.3,42,140,3.3
,,,,073901,,,,,,,,
073903,MARLIN ISD,TRADITIONAL ISD/CSD,,073903,03100600,ALGEBRA II (ALG2),-999,18,-999.0,-999,18,-999.0
,,,,073903,03101100,PRECALCULUS (PRE CALC),-999,12,-999.0,-999,12,-999.0
,,,,073903,03102500,INDEP STUDY IN MATH (1ST TIME),-999,12,-999.0,-999,12,-999.0
,,,,073903,03155600,MUSIC STUDIES-MUSIC APPREC. I,,0,,-999,-999,3.0
,,,,073903,03241400,COMMUNICATION APPLICATIONS,-999,-999,3.0,-999,-999,3.0
,,,,073903,03350100,PSYCHOLOGY (PSYCH),-999,-999,3.0,-999,12,-999.0
,,,,073903,03440100,LANG O/T ENGLISH I - SPANISH,-999,-999,3.0,-999,-999,3.0
,,,,073903,13018300,POLITICAL SCIENCE I,-999,18,-999.0,-999,18,-999.0
,,,,073903,13032200,PRINCIPLES OF MANUFACTURING,-999,24,-999.0,-999,24,-999.0
,,,,073903,13032300,WELDING,-999,18,-999.0,-999,18,-999.0
,,,,073903,13032500,PRECISION METAL MANUFACTURING,-999,-999,6.0,-999,-999,6.0
,,,,073903,13037100,PRINCIPLES OF TECHNOLOGY,-999,18,-999.0,-999,18,-999.0
,,,,073903,13037300,ENG DESIGN & PROB SOLVING,-999,-999,6.0,-999,-999,6.0
Total,,,,073903,,,34,150,4.4,37,159,4.3
,,,,073903,,,,,,,,
073905,ROSEBUD-LOTT ISD,TRADITIONAL ISD/CSD,,073905,03220300,ENGLISH III (ENG 3),-999,-999,4.5,-999,15,-999.0
,,,,073905,03220400,ENGLISH IV (ENG 4),-999,-999,3.0,-999,-999,3.0
,,,,073905,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,18,-999.0,-999,21,-999.0
,,,,073905,03330100,UNITED STATES GOVERNMENT (GOVT,-999,18,-999.0,-999,21,-999.0
,,,,073905,03340100,US HISTORY STUDIES SINCE 1877,-999,-999,4.5,-999,18,-999.0
,,,,073905,03350100,PSYCHOLOGY (PSYCH),-999,-999,3.0,-999,12,-999.0
,,,,073905,03370100,SOCIOLOGY (SOC),-999,-999,3.0,-999,-999,3.0
Total,,,,073905,,,21,69,3.3,28,96,3.4
,,,,073905,,,,,,,,
074903,BONHAM ISD,TRADITIONAL ISD/CSD,,074903,03310300,ECONOMICS W/EMPH FREE ENTERPR,10,30,3.0,10,30,3.0
Total,,,,074903,,,10,30,3.0,10,30,3.0
,,,,074903,,,,,,,,
074904,DODD CITY ISD,TRADITIONAL ISD/CSD,,074904,03155600,MUSIC STUDIES-MUSIC APPREC. I,-999,-999,3.0,-999,-999,3.0
,,,,074904,03220400,ENGLISH IV (ENG 4),11,33,3.0,13,42,3.2
,,,,074904,03221600,HUMANITIES (FIRST TIME TAKEN),,0,,-999,-999,3.0
,,,,074904,03241400,COMMUNICATION APPLICATIONS,-999,-999,3.0,-999,-999,3.0
,,,,074904,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,-999,3.0,-999,12,-999.0
,,,,074904,03330100,UNITED STATES GOVERNMENT (GOVT,-999,-999,3.0,-999,-999,3.0
,,,,074904,03500100,ART I (ART 1),-999,-999,3.0,-999,-999,3.0
Total,,,,074904,,,18,54,3.0,24,75,3.1
,,,,074904,,,,,,,,
074905,ECTOR ISD,TRADITIONAL ISD/CSD,,074905,03220400,ENGLISH IV (ENG 4),11,57,5.2,11,57,5.2
,,,,074905,03310300,ECONOMICS W/EMPH FREE ENTERPR,10,30,3.0,10,30,3.0
,,,,074905,03330100,UNITED STATES GOVERNMENT (GOVT,11,33,3.0,11,33,3.0
Total,,,,074905,,,32,120,3.8,32,120,3.8
,,,,074905,,,,,,,,
074907,HONEY GROVE ISD,TRADITIONAL ISD/CSD,,074907,03440300,LANG O/T ENGLISH III - SPANISH,11,44,4.0,13,52,4.0
,,,,074907,03440400,LANG O/T ENGLISH IV - SPANISH,10,40,4.0,12,48,4.0
,,,,074907,13020600,ANATOMY & PHYSIOLOGY,20,160,8.0,20,160,8.0
Total,,,,074907,,,41,244,6.0,45,260,5.8
,,,,074907,,,,,,,,
074909,LEONARD ISD,TRADITIONAL ISD/CSD,,074909,03102500,INDEP STUDY IN MATH (1ST TIME),-999,39,-999.0,-999,39,-999.0
,,,,074909,03102530,STATISTICS,-999,27,-999.0,-999,27,-999.0
,,,,074909,03220400,ENGLISH IV (ENG 4),21,126,6.0,21,126,6.0
,,,,074909,03310300,ECONOMICS W/EMPH FREE ENTERPR,19,57,3.0,19,57,3.0
,,,,074909,03330100,UNITED STATES GOVERNMENT (GOVT,21,63,3.0,21,63,3.0
,,,,074909,03380001,SOCIAL STD ADV STDYS (1ST TME),34,102,3.0,34,102,3.0
,,,,074909,03380021,SOCIAL STD ADV STDYS (2ND TME),33,99,3.0,33,99,3.0
Total,,,,074909,,,150,513,3.4,150,513,3.4
,,,,074909,,,,,,,,
074911,SAVOY ISD,TRADITIONAL ISD/CSD,,074911,03220400,ENGLISH IV (ENG 4),,0,,-999,30,-999.0
,,,,074911,03310300,ECONOMICS W/EMPH FREE ENTERPR,,0,,-999,15,-999.0
,,,,074911,03330100,UNITED STATES GOVERNMENT (GOVT,,0,,-999,15,-999.0
Total,,,,074911,,,,0,,15,60,4.0
,,,,074911,,,,,,,,
074912,TRENTON ISD,TRADITIONAL ISD/CSD,,074912,03102500,INDEP STUDY IN MATH (1ST TIME),-999,27,-999.0,-999,27,-999.0
,,,,074912,03102501,INDEP STUDY IN MATH (2ND TIME),-999,15,-999.0,-999,15,-999.0
,,,,074912,03102530,STATISTICS,-999,-999,3.0,-999,-999,3.0
,,,,074912,03220400,ENGLISH IV (ENG 4),15,90,6.0,15,90,6.0
,,,,074912,03241400,COMMUNICATION APPLICATIONS,-999,-999,3.0,-999,-999,3.0
,,,,074912,03310300,ECONOMICS W/EMPH FREE ENTERPR,11,33,3.0,11,33,3.0
,,,,074912,03330100,UNITED STATES GOVERNMENT (GOVT,11,33,3.0,11,33,3.0
,,,,074912,03340100,US HISTORY STUDIES SINCE 1877,16,90,5.6,18,102,5.7
,,,,074912,03350100,PSYCHOLOGY (PSYCH),10,30,3.0,12,36,3.0
,,,,074912,03370100,SOCIOLOGY (SOC),-999,-999,3.0,-999,-999,3.0
,,,,074912,03500100,ART I (ART 1),-999,-999,3.0,-999,-999,3.0
,,,,074912,03500500,"ART II, DRAWING I",-999,18,-999.0,-999,21,-999.0
Total,,,,074912,,,89,354,4.0,94,375,4.0
,,,,074912,,,,,,,,
074917,SAM RAYBURN ISD,TRADITIONAL ISD/CSD,,074917,03155600,MUSIC STUDIES-MUSIC APPREC. I,-999,-999,3.0,-999,-999,3.0
,,,,074917,03220400,ENGLISH IV (ENG 4),12,66,5.5,14,78,5.6
,,,,074917,03221600,HUMANITIES (FIRST TIME TAKEN),-999,-999,3.0,-999,-999,3.0
,,,,074917,03330100,UNITED STATES GOVERNMENT (GOVT,-999,-999,3.0,-999,-999,3.0
,,,,074917,03350100,PSYCHOLOGY (PSYCH),-999,12,-999.0,-999,12,-999.0
,,,,074917,03370100,SOCIOLOGY (SOC),-999,-999,3.0,-999,12,-999.0
,,,,074917,03500100,ART I (ART 1),-999,-999,3.0,-999,-999,3.0
Total,,,,074917,,,23,99,4.3,26,114,4.4
,,,,074917,,,,,,,,
075901,FLATONIA ISD,TRADITIONAL ISD/CSD,,075901,03220300,ENGLISH III (ENG 3),-999,-999,6.0,-999,-999,6.0
,,,,075901,03220400,ENGLISH IV (ENG 4),-999,-999,3.0,-999,-999,3.0
,,,,075901,03340100,US HISTORY STUDIES SINCE 1877,10,60,6.0,11,66,6.0
Total,,,,075901,,,13,75,5.8,14,81,5.8
,,,,075901,,,,,,,,
075902,LA GRANGE ISD,TRADITIONAL ISD/CSD,,075902,03220400,ENGLISH IV (ENG 4),-999,24,-999.0,-999,24,-999.0
,,,,075902,03241400,COMMUNICATION APPLICATIONS,27,81,3.0,30,90,3.0
,,,,075902,03310300,ECONOMICS W/EMPH FREE ENTERPR,16,48,3.0,19,57,3.0
,,,,075902,03330100,UNITED STATES GOVERNMENT (GOVT,15,45,3.0,18,54,3.0
,,,,075902,03340100,US HISTORY STUDIES SINCE 1877,-999,18,-999.0,-999,18,-999.0
Total,,,,075902,,,66,216,3.3,75,243,3.2
,,,,075902,,,,,,,,
075903,SCHULENBURG ISD,TRADITIONAL ISD/CSD,,075903,03220400,ENGLISH IV (ENG 4),-999,24,-999.0,-999,24,-999.0
,,,,075903,03240900,PUBLIC SPEAKING I (PUBSPKG1),13,39,3.0,14,42,3.0
,,,,075903,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,-999,3.0,-999,-999,3.0
,,,,075903,03330100,UNITED STATES GOVERNMENT (GOVT,-999,-999,3.0,-999,-999,3.0
,,,,075903,03340100,US HISTORY STUDIES SINCE 1877,17,99,5.8,17,99,5.8
,,,,075903,03350100,PSYCHOLOGY (PSYCH),-999,-999,3.0,-999,-999,3.0
,,,,075903,03440300,LANG O/T ENGLISH III - SPANISH,-999,-999,4.0,-999,-999,4.0
,,,,075903,03500110,ART I - ART APPRECIATION,-999,-999,3.0,-999,-999,3.0
Total,,,,075903,,,44,184,4.2,45,187,4.2
,,,,075903,,,,,,,,
075906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,,075906,03100500,ALGEBRA I (ALG 1),-999,-999,3.0,-999,-999,3.0
,,,,075906,03102501,INDEP STUDY IN MATH (2ND TIME),-999,15,-999.0,-999,15,-999.0
,,,,075906,03220300,ENGLISH III (ENG 3),-999,-999,6.0,-999,-999,6.0
,,,,075906,03220400,ENGLISH IV (ENG 4),-999,18,-999.0,-999,18,-999.0
,,,,075906,03221100,RESEARCH/TECHNICAL WRITING,-999,-999,3.0,-999,-999,3.0
,,,,075906,03241200,INDEP STUDY/SPEECH (1ST TIME),-999,-999,3.0,-999,-999,3.0
