REPORT_DISTRICT,REPORT_DISTNAME,REPORT_CHARTER_STATUS,BLANK_COLUMN,DISTRICT,SERVICE,SERVICEX,CTE_STUDENTS,CTE_HOURS,CTE_AVG,ALL_STUDENTS,ALL_HOURS,ALL_AVG
,,,,071902,03250100,"THEATRE I, THEATRE ARTS I",21,63,3.0,31,93,3.0
,,,,071902,03310300,ECONOMICS W/EMPH FREE ENTERPR,99,297,3.0,138,417,3.0
,,,,071902,03310301,ECONOMICS ADV STUDIES (1ST),-999,12,-999.0,-999,12,-999.0
,,,,071902,03330100,UNITED STATES GOVERNMENT (GOVT,267,801,3.0,357,"1,071",3.0
,,,,071902,03340100,US HISTORY STUDIES SINCE 1877,388,"2,253",5.8,560,"3,270",5.8
,,,,071902,03340400,WORLD HISTORY STUDIES (W HIST),56,192,3.4,109,369,3.4
,,,,071902,03350100,PSYCHOLOGY (PSYCH),52,156,3.0,83,249,3.0
,,,,071902,03370100,SOCIOLOGY (SOC),19,57,3.0,32,96,3.0
,,,,071902,03380001,SOCIAL STD ADV STDYS (1ST TME),-999,-999,3.0,-999,-999,3.0
,,,,071902,03380002,SPEC TOPIC IN SOC STUD (1ST),-999,12,-999.0,-999,21,-999.0
,,,,071902,03380042,SPEC TOPICS IN SOC STUD (4TH),141,423,3.0,212,636,3.0
,,,,071902,03440300,LANG O/T ENGLISH III - SPANISH,-999,36,-999.0,-999,36,-999.0
,,,,071902,03500100,ART I (ART 1),30,90,3.0,60,180,3.0
,,,,071902,03580200,COMPUTER SCIENCE I,15,90,6.0,23,138,6.0
,,,,071902,03830100,"DANCE I, PRINCIPLES OF DANCE I",-999,21,-999.0,18,54,3.0
,,,,071902,12701510,PROJECT-BASED RESEARCH 2ND TME,13,78,6.0,13,78,6.0
,,,,071902,13004210,PRINCIPLES OF ARCHITECTURE,-999,24,-999.0,-999,24,-999.0
,,,,071902,13004220,PRINCIPLES OF CONSTRUCTION,-999,18,-999.0,-999,18,-999.0
,,,,071902,13004600,ARCHITECTURAL DESIGN I,-999,21,-999.0,-999,21,-999.0
,,,,071902,13004700,ARCHITECTURAL DESIGN II,24,132,5.5,24,132,5.5
,,,,071902,13005600,ELECTRICAL TECHNOLOGY I,-999,-999,3.0,-999,-999,3.0
,,,,071902,13005700,ELECTRICAL TECHNOLOGY II,-999,45,-999.0,-999,45,-999.0
,,,,071902,13008810,GRPH DSG&IL1/GRPH DSG&IL1 LAB,15,69,4.6,15,69,4.6
,,,,071902,13008910,GRPH DSG&IL2/GRPH DSG&IL2 LAB,19,105,5.5,19,105,5.5
,,,,071902,13011400,BUSIN INFO MGT I,11,33,3.0,11,33,3.0
,,,,071902,13014300,HUMAN GROWTH & DEVELOP,-999,-999,3.0,-999,15,-999.0
,,,,071902,13016600,ACCOUNTING I,-999,-999,3.0,-999,-999,3.0
,,,,071902,13020200,PRINCIPLES OF HEALTH SCIENCE,24,72,3.0,24,72,3.0
,,,,071902,13020300,MEDICAL TERMINOLOGY,64,297,4.6,64,297,4.6
,,,,071902,13020400,HEALTH SCIENCE THEORY,61,183,3.0,61,183,3.0
,,,,071902,13020505,PRCT/EXT PRCT HLTH SCIENCE 1ST,15,90,6.0,15,90,6.0
,,,,071902,13020510,PRCTM IN HLTH SCIENCE 2ND TIME,12,72,6.0,12,72,6.0
,,,,071902,13020515,PRCT/EXT PRCT HLTH SCIENCE 2ND,13,78,6.0,13,78,6.0
,,,,071902,13022600,CULINARY ARTS,-999,42,-999.0,-999,42,-999.0
,,,,071902,13022650,ADVANCED CULINARY ARTS,10,57,5.7,10,57,5.7
,,,,071902,13023000,FOOD SCIENCE,-999,-999,3.0,-999,-999,3.0
,,,,071902,13029550,CRIMINAL INVESTIGATION,29,87,3.0,29,87,3.0
,,,,071902,13029600,COURT SYS & PRACTICES,36,135,3.8,36,135,3.8
,,,,071902,13029700,CORRECTIONAL SERVICES,12,36,3.0,12,36,3.0
,,,,071902,13032300,WELDING I,-999,-999,4.5,-999,-999,4.5
,,,,071902,13032400,WELDING II,-999,12,-999.0,-999,12,-999.0
,,,,071902,13032700,METAL FBRICATION & MACHINING I,16,57,3.6,16,57,3.6
,,,,071902,13032800,"METAL FBRICATION, MACHINING II",-999,18,-999.0,-999,18,-999.0
,,,,071902,13036600,ENGINEERING DSGN & PRESENTN II,-999,-999,3.0,-999,-999,3.0
,,,,071902,13037200,SCIENTIFIC RESEARCH & DESIGN,56,373,6.7,75,430,5.7
,,,,071902,13037210,SCIENTIFIC RESEARCH & DESGN II,,0,,-999,-999,3.0
,,,,071902,13037220,SCIEN RESEARCH & DESIGN III,35,223,6.4,36,226,6.3
,,,,071902,13039600,AUTO TECH I: MNT & LGHT REPAIR,29,108,3.7,29,108,3.7
,,,,071902,13040150,DIESEL EQUIPMENT TECHNOLOGY I,-999,21,-999.0,-999,21,-999.0
,,,,071902,13040160,DIESEL EQUIPMENT TECHNOLOGY II,-999,15,-999.0,-999,15,-999.0
,,,,071902,13040450,PRACT IN TRNS SYSTEMS (1ST TM),18,75,4.2,18,75,4.2
,,,,071902,N1290050,COLLEGE TRANSITION,314,942,3.0,375,"1,125",3.0
,,,,071902,N1303015,EMERGENCY MED TECHNICIAN-BASIC,16,90,5.6,17,93,5.5
,,,,071902,PES00052,FOUND OF PERSON FITNESS,-999,-999,3.0,-999,-999,3.0
Total,,,,071902,,,"3,908","18,844",4.8,"5,141","24,347",4.7
,,,,071902,,,,,,,,
071903,FABENS ISD,TRADITIONAL ISD/CSD,,071903,03010200,BIOLOGY (BIO),13,80,6.2,27,184,6.8
,,,,071903,03040000,CHEMISTRY (CHEM),-999,54,-999.0,15,87,5.8
,,,,071903,03050000,PHYSICS (PHYSICS),-999,15,-999.0,10,45,4.5
,,,,071903,03060100,ASTRONOMY (ASTRMY),,0,,-999,39,-999.0
,,,,071903,03060200,EARTH AND SPACE SCIENCE (ESS),-999,18,-999.0,12,39,3.3
,,,,071903,03101100,PRECALCULUS (PRE CALC),-999,48,-999.0,25,120,4.8
,,,,071903,03102500,INDEP STUDY IN MATH (1ST TIME),,0,,-999,27,-999.0
,,,,071903,03102501,INDEP STUDY IN MATH (2ND TIME),-999,-999,3.0,13,39,3.0
,,,,071903,03155600,MUSIC STUDIES-MUSIC APPREC. I,,0,,-999,-999,3.0
,,,,071903,03155700,MUSIC STUDIES-MUSIC APPREC. II,,0,,-999,-999,3.0
,,,,071903,03220300,ENGLISH III (ENG 3),29,135,4.7,65,330,5.1
,,,,071903,03220400,ENGLISH IV (ENG 4),22,102,4.6,50,231,4.6
,,,,071903,03221200,CREATIVE WRITING,,0,,-999,-999,3.0
,,,,071903,03231900,ADV BROADCAST JOURNALISM I,,0,,-999,-999,3.0
,,,,071903,03241400,COMMUNICATION APPLICATIONS,50,150,3.0,78,234,3.0
,,,,071903,03241401,CONTEMPORY MEDIA,,0,,-999,-999,3.0
,,,,071903,03270100,COLLEGE READINESS & STDY SKILS,37,111,3.0,57,171,3.0
,,,,071903,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,24,-999.0,12,36,3.0
,,,,071903,03310301,ECONOMICS ADV STUDIES (1ST),-999,-999,3.0,-999,-999,3.0
,,,,071903,03330100,UNITED STATES GOVERNMENT (GOVT,51,153,3.0,74,222,3.0
,,,,071903,03340100,US HISTORY STUDIES SINCE 1877,20,102,5.1,53,288,5.4
,,,,071903,03340400,WORLD HISTORY STUDIES (W HIST),,0,,-999,-999,6.0
,,,,071903,03350100,PSYCHOLOGY (PSYCH),13,39,3.0,37,111,3.0
,,,,071903,03370100,SOCIOLOGY (SOC),-999,12,-999.0,13,39,3.0
,,,,071903,03380001,SOCIAL STD ADV STDYS (1ST TME),13,39,3.0,36,108,3.0
,,,,071903,03380002,SPEC TOPIC IN SOC STUD (1ST),34,102,3.0,67,201,3.0
,,,,071903,03380003,SOC STUD RESEARCH METH (1ST),,0,,-999,-999,3.0
,,,,071903,03380021,SOCIAL STD ADV STDYS (2ND TME),,0,,-999,-999,3.0
,,,,071903,03380032,SPEC TOPICS IN SOC STUD (3RD),-999,-999,3.0,12,36,3.0
,,,,071903,03440400,LANG O/T ENGLISH IV - SPANISH,-999,-999,3.0,-999,12,-999.0
,,,,071903,03500110,ART I - ART APPRECIATION,23,69,3.0,48,144,3.0
,,,,071903,03501210,ART II - DESIGN I,,0,,-999,-999,3.0
,,,,071903,03580900,INDPT STDY IN TECH APS 1ST TME,-999,-999,3.0,-999,15,-999.0
,,,,071903,03810200,ADVANCED HEALTH EDUCATION,,0,,-999,-999,3.0
,,,,071903,13008500,AUDIO/VIDEO PRODUCTION I,-999,-999,3.0,-999,-999,3.0
,,,,071903,13011400,BUSIN INFO MGT I,,0,,-999,-999,3.0
,,,,071903,13014200,PRINC OF ED & TRAINING,,0,,-999,12,-999.0
,,,,071903,13014400,INSTRUCTIONAL PRACTICES,-999,-999,6.0,-999,30,-999.0
,,,,071903,13016600,ACCOUNTING I,,0,,-999,-999,3.0
,,,,071903,13016900,STAT & BUSNESS DECISION MAKING,-999,-999,3.0,-999,-999,3.0
,,,,071903,13020700,MEDICAL MICROBIOLOGY,-999,-999,3.0,-999,-999,3.0
,,,,071903,13023000,FOOD SCIENCE,-999,-999,3.0,15,45,3.0
,,,,071903,13024700,CHILD DEVELOPMENT,,0,,-999,-999,3.0
,,,,071903,13025000,PRACTICUM IN HUMAN SVCS 1ST TM,-999,30,-999.0,-999,30,-999.0
,,,,071903,13029200,"PRINC LAW, PUB SAFE,CORRT &SEC",,0,,-999,-999,3.0
,,,,071903,13029300,LAW ENFORCEMENT I,-999,-999,3.0,-999,-999,3.0
,,,,071903,13029400,LAW ENFORCEMENT II,,0,,-999,-999,3.0
,,,,071903,13029700,CORRECTIONAL SERVICES,,0,,-999,-999,3.0
,,,,071903,13034200,ADVERTISING,,0,,-999,-999,3.0
,,,,071903,13037200,SCIENTIFIC RESEARCH & DESIGN,-999,-999,3.0,-999,-999,4.5
,,,,071903,13037210,SCIENTIFIC RESEARCH & DESGN II,-999,-999,3.0,-999,-999,3.0
,,,,071903,A3100101,AP CALCULUS AB,-999,14,-999.0,-999,14,-999.0
Total,,,,071903,,,368,"1,351",3.7,803,"3,015",3.8
,,,,071903,,,,,,,,
071904,SAN ELIZARIO ISD,TRADITIONAL ISD/CSD,,071904,03101100,PRECALCULUS (PRE CALC),30,171,5.7,31,177,5.7
,,,,071904,03220300,ENGLISH III (ENG 3),-999,48,-999.0,10,54,5.4
,,,,071904,03220400,ENGLISH IV (ENG 4),14,75,5.4,14,75,5.4
,,,,071904,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,21,-999.0,-999,21,-999.0
,,,,071904,03330100,UNITED STATES GOVERNMENT (GOVT,-999,18,-999.0,-999,18,-999.0
,,,,071904,03340100,US HISTORY STUDIES SINCE 1877,14,72,5.1,15,78,5.2
Total,,,,071904,,,80,405,5.1,83,423,5.1
,,,,071904,,,,,,,,
071905,YSLETA ISD,TRADITIONAL ISD/CSD,,071905,03010200,BIOLOGY (BIO),87,247,2.8,100,284,2.8
,,,,071905,03050000,PHYSICS (PHYSICS),-999,14,-999.0,21,55,2.6
,,,,071905,03060100,ASTRONOMY (ASTRMY),-999,-999,2.0,-999,12,-999.0
,,,,071905,03101100,PRECALCULUS (PRE CALC),209,572,2.7,264,717,2.7
,,,,071905,03102400,MATHEMATICAL MODELS W/APPLCTN,-999,-999,1.0,-999,-999,1.0
,,,,071905,03102500,INDEP STUDY IN MATH (1ST TIME),62,65,1.0,76,87,1.1
,,,,071905,03102501,INDEP STUDY IN MATH (2ND TIME),-999,12,-999.0,16,48,3.0
,,,,071905,03102502,INDEPEND STUDY MATH,-999,-999,3.0,-999,24,-999.0
,,,,071905,03151700,"MUSIC I, INSTRUMENTAL ENSEM I",,0,,-999,-999,1.0
,,,,071905,03151900,MUSIC III INSTRUMNTL ENSEM III,,0,,-999,-999,1.0
,,,,071905,03155400,MUSIC STUDIES - MUSIC THEORY I,,0,,-999,-999,1.0
,,,,071905,03155600,MUSIC STUDIES-MUSIC APPREC. I,97,97,1.0,118,121,1.0
,,,,071905,03155700,MUSIC STUDIES-MUSIC APPREC. II,-999,-999,1.4,16,20,1.3
,,,,071905,03220300,ENGLISH III (ENG 3),291,792,2.7,370,"1,020",2.8
,,,,071905,03220400,ENGLISH IV (ENG 4),365,765,2.1,387,817,2.1
,,,,071905,03221100,RESEARCH/TECHNICAL WRITING,,0,,-999,-999,3.0
,,,,071905,03221600,HUMANITIES (FIRST TIME TAKEN),-999,-999,3.0,-999,-999,3.0
,,,,071905,03221700,VISUAL MEDIA ANALYSIS AND PROD,,0,,-999,-999,2.0
,,,,071905,03221810,INDEP STUDY/ENGLISH (2ND TIME),-999,-999,3.0,-999,-999,3.0
,,,,071905,03230800,PHOTOJOURNALISM (PHOTJOUR),,0,,-999,-999,1.0
,,,,071905,03241401,CONTEMPORY MEDIA,-999,-999,1.0,-999,-999,1.0
,,,,071905,03250100,"THEATRE I, THEATRE ARTS I",-999,-999,2.0,-999,-999,2.0
,,,,071905,03250500,TECHNICAL THEATRE I (TH1TECH),-999,-999,1.0,12,26,2.2
,,,,071905,03310300,ECONOMICS W/EMPH FREE ENTERPR,45,45,1.0,47,47,1.0
,,,,071905,03310301,ECONOMICS ADV STUDIES (1ST),-999,-999,3.0,-999,15,-999.0
,,,,071905,03310321,ECONOMICS ADV STUDIES (2ND),-999,-999,3.0,-999,-999,3.0
,,,,071905,03330100,UNITED STATES GOVERNMENT (GOVT,163,248,1.5,220,381,1.7
,,,,071905,03340100,US HISTORY STUDIES SINCE 1877,160,439,2.7,232,643,2.8
,,,,071905,03340400,WORLD HISTORY STUDIES (W HIST),,0,,-999,-999,2.0
,,,,071905,03350100,PSYCHOLOGY (PSYCH),91,125,1.4,142,256,1.8
,,,,071905,03370100,SOCIOLOGY (SOC),-999,21,-999.0,26,78,3.0
,,,,071905,03380001,SOCIAL STD ADV STDYS (1ST TME),81,119,1.5,99,139,1.4
,,,,071905,03380002,SPEC TOPIC IN SOC STUD (1ST),17,51,3.0,47,144,3.1
,,,,071905,03380003,SOC STUD RESEARCH METH (1ST),-999,-999,4.5,-999,30,-999.0
,,,,071905,03380022,SPEC TOPIC IN SOC STUD (2ND),22,66,3.0,55,165,3.0
,,,,071905,03380023,SOC STUD RESEARCH METH (2ND),-999,-999,3.0,10,30,3.0
,,,,071905,03380032,SPEC TOPICS IN SOC STUD (3RD),-999,-999,3.0,-999,15,-999.0
,,,,071905,03380042,SPEC TOPICS IN SOC STUD (4TH),-999,18,-999.0,18,54,3.0
,,,,071905,03440100,LANG O/T ENGLISH I - SPANISH,,0,,-999,-999,1.0
,,,,071905,03440200,LANG O/T ENGLISH II - SPANISH,-999,-999,2.0,-999,-999,2.0
,,,,071905,03440300,LANG O/T ENGLISH III - SPANISH,-999,-999,1.0,-999,-999,1.0
,,,,071905,03500110,ART I - ART APPRECIATION,70,117,1.7,86,143,1.7
,,,,071905,03500500,"ART II, DRAWING I",-999,-999,3.0,-999,11,-999.0
,,,,071905,03501000,"ART II, SCULPTURE I",-999,14,-999.0,23,33,1.4
,,,,071905,03501300,"ART III, DRAWING II",-999,-999,1.0,-999,-999,2.3
,,,,071905,03580200,COMPUTER SCIENCE I,-999,-999,1.0,11,14,1.3
,,,,071905,03580300,COMPUTER SCIENCE II (TACS2),,0,,-999,15,-999.0
,,,,071905,03580350,COMPUTER SCIENCE III,,0,,-999,-999,3.0
,,,,071905,03580700,DIGITAL VIDEO AND AUDIO DESIGN,,0,,-999,-999,3.0
,,,,071905,03832900,DANCE I - DANCE THEORY I,-999,-999,1.0,-999,-999,1.0
,,,,071905,13004600,ARCHITECTURAL DESIGN I,-999,-999,1.0,-999,-999,1.0
,,,,071905,13004700,ARCHITECTURAL DESIGN II,-999,-999,1.0,-999,-999,1.0
,,,,071905,13008700,PRACTICUM AUD/VID PROD 1ST TME,,0,,-999,-999,1.0
,,,,071905,13009900,PROFESSIONAL COMMUNICATIONS,95,169,1.8,151,313,2.1
,,,,071905,13014300,HUMAN GROWTH & DEVELOP,-999,12,-999.0,23,69,3.0
,,,,071905,13014400,INSTRUCTIONAL PRACTICES,,0,,-999,-999,1.0
,,,,071905,13016600,ACCOUNTING I,13,23,1.8,23,44,1.9
,,,,071905,13016700,ACCOUNTING II,-999,-999,2.0,-999,-999,2.3
,,,,071905,13020505,PRCT/EXT PRCT HLTH SCIENCE 1ST,11,33,3.0,11,33,3.0
,,,,071905,13020515,PRCT/EXT PRCT HLTH SCIENCE 2ND,10,30,3.0,10,30,3.0
,,,,071905,13020600,ANATOMY & PHYSIOLOGY,11,11,1.0,29,35,1.2
,,,,071905,13020800,PATHOPHYSIOLOGY,-999,12,-999.0,13,39,3.0
,,,,071905,13024700,CHILD DEVELOPMENT,,0,,-999,-999,3.0
,,,,071905,13028000,PRCTUM INFO TECHNOLOGY 1ST TME,,0,,-999,-999,1.0
,,,,071905,13029200,"PRINC LAW, PUB SAFE,CORRT &SEC",-999,-999,2.3,-999,14,-999.0
,,,,071905,13029400,LAW ENFORCEMENT II,,0,,-999,-999,1.0
,,,,071905,13029600,COURT SYS & PRACTICES,-999,-999,4.5,-999,15,-999.0
,,,,071905,13029700,CORRECTIONAL SERVICES,,0,,-999,-999,1.0
,,,,071905,13036200,PRINCIPLES OF APPLD ENGINERING,-999,-999,2.3,-999,12,-999.0
,,,,071905,13036500,ENGINEERING DSGN & PRESENTN I,,0,,-999,-999,3.0
,,,,071905,13037200,SCIENTIFIC RESEARCH & DESIGN,-999,16,-999.0,19,41,2.2
,,,,071905,13037210,SCIENTIFIC RESEARCH & DESGN II,83,185,2.2,150,315,2.1
,,,,071905,13037220,SCIEN RESEARCH & DESIGN III,14,22,1.6,31,46,1.5
,,,,071905,N1290050,COLLEGE TRANSITION,235,247,1.1,270,296,1.1
Total,,,,071905,,,"2,333","4,694",2.0,"3,259","6,854",2.1
,,,,071905,,,,,,,,
071907,CANUTILLO ISD,TRADITIONAL ISD/CSD,,071907,03010200,BIOLOGY (BIO),54,407,7.5,82,631,7.7
,,,,071907,03040000,CHEMISTRY (CHEM),,0,,-999,-999,4.0
,,,,071907,03050000,PHYSICS (PHYSICS),-999,-999,8.0,-999,-999,8.0
,,,,071907,03060100,ASTRONOMY (ASTRMY),34,268,7.9,48,376,7.8
,,,,071907,03060200,EARTH AND SPACE SCIENCE (ESS),17,99,5.8,34,203,6.0
,,,,071907,03101100,PRECALCULUS (PRE CALC),71,364,5.1,106,553,5.2
,,,,071907,03102500,INDEP STUDY IN MATH (1ST TIME),-999,-999,3.0,-999,-999,3.0
,,,,071907,03102501,INDEP STUDY IN MATH (2ND TIME),13,39,3.0,26,78,3.0
,,,,071907,03155400,MUSIC STUDIES - MUSIC THEORY I,19,60,3.2,34,105,3.1
,,,,071907,03155600,MUSIC STUDIES-MUSIC APPREC. I,15,45,3.0,25,75,3.0
,,,,071907,03220300,ENGLISH III (ENG 3),79,444,5.6,128,729,5.7
,,,,071907,03220400,ENGLISH IV (ENG 4),59,291,4.9,73,348,4.8
,,,,071907,03221200,CREATIVE WRITING,,0,,-999,-999,3.0
,,,,071907,03221500,LITERARY GENRES (LIT GENR),-999,-999,3.0,-999,12,-999.0
,,,,071907,03230100,JOURNALISM (JRNLSM),12,39,3.3,36,111,3.1
,,,,071907,03231900,ADV BROADCAST JOURNALISM I,-999,-999,3.0,-999,24,-999.0
,,,,071907,03241400,COMMUNICATION APPLICATIONS,29,87,3.0,40,120,3.0
,,,,071907,03330100,UNITED STATES GOVERNMENT (GOVT,66,198,3.0,90,270,3.0
,,,,071907,03340100,US HISTORY STUDIES SINCE 1877,49,279,5.7,74,423,5.7
,,,,071907,03350100,PSYCHOLOGY (PSYCH),44,144,3.3,79,255,3.2
,,,,071907,03370100,SOCIOLOGY (SOC),23,69,3.0,36,108,3.0
,,,,071907,03380001,SOCIAL STD ADV STDYS (1ST TME),54,189,3.5,74,252,3.4
,,,,071907,03380002,SPEC TOPIC IN SOC STUD (1ST),24,72,3.0,31,93,3.0
,,,,071907,03380022,SPEC TOPIC IN SOC STUD (2ND),-999,15,-999.0,-999,30,-999.0
,,,,071907,03380032,SPEC TOPICS IN SOC STUD (3RD),-999,21,-999.0,12,39,3.3
,,,,071907,03380042,SPEC TOPICS IN SOC STUD (4TH),-999,24,-999.0,13,45,3.5
,,,,071907,03440330,SPANISH FOR SPAN SPEAKERS LVL3,-999,27,-999.0,13,39,3.0
,,,,071907,03500100,ART I (ART 1),22,69,3.1,37,114,3.1
,,,,071907,03500110,ART I - ART APPRECIATION,,0,,-999,-999,3.0
,,,,071907,03830100,"DANCE I, PRINCIPLES OF DANCE I",-999,-999,3.0,-999,-999,3.0
,,,,071907,03830200,"DANCE II, PRINCIPLS OF DNCE II",-999,-999,6.0,-999,-999,6.0
,,,,071907,03980100,LANG O/T ENGLISH I - ASL,,0,,-999,-999,3.0
,,,,071907,13011400,BUSIN INFO MGT I,20,64,3.2,23,73,3.2
,,,,071907,13016600,ACCOUNTING I,-999,-999,3.0,-999,12,-999.0
,,,,071907,13020600,ANATOMY & PHYSIOLOGY,-999,-999,3.0,-999,-999,3.0
,,,,071907,13029300,LAW ENFORCEMENT I,-999,-999,3.0,-999,-999,3.0
,,,,071907,13029600,COURT SYS & PRACTICES,-999,30,-999.0,19,66,3.5
,,,,071907,13034200,ADVERTISING,-999,-999,3.0,-999,18,-999.0
,,,,071907,13037200,SCIENTIFIC RESEARCH & DESIGN,-999,-999,3.0,-999,-999,3.0
,,,,071907,13037220,SCIEN RESEARCH & DESIGN III,-999,-999,3.0,-999,-999,3.0
,,,,071907,N1290050,COLLEGE TRANSITION,51,153,3.0,63,189,3.0
Total,,,,071907,,,807,"3,553",4.4,"1,242","5,445",4.4
,,,,071907,,,,,,,,
071908,TORNILLO ISD,TRADITIONAL ISD/CSD,,071908,03101100,PRECALCULUS (PRE CALC),-999,42,-999.0,-999,49,-999.0
,,,,071908,03220300,ENGLISH III (ENG 3),14,60,4.3,15,63,4.2
,,,,071908,03220400,ENGLISH IV (ENG 4),-999,36,-999.0,-999,42,-999.0
,,,,071908,03241400,COMMUNICATION APPLICATIONS,10,30,3.0,13,39,3.0
,,,,071908,03270100,COLLEGE READINESS & STDY SKILS,-999,21,-999.0,-999,27,-999.0
,,,,071908,03310300,ECONOMICS W/EMPH FREE ENTERPR,-999,18,-999.0,-999,21,-999.0
,,,,071908,03330100,UNITED STATES GOVERNMENT (GOVT,-999,-999,3.0,-999,-999,3.0
,,,,071908,03340100,US HISTORY STUDIES SINCE 1877,11,63,5.7,12,69,5.8
,,,,071908,03350100,PSYCHOLOGY (PSYCH),-999,15,-999.0,-999,21,-999.0
,,,,071908,03380001,SOCIAL STD ADV STDYS (1ST TME),11,33,3.0,13,39,3.0
,,,,071908,03380002,SPEC TOPIC IN SOC STUD (1ST),-999,18,-999.0,-999,21,-999.0
,,,,071908,03500110,ART I - ART APPRECIATION,-999,24,-999.0,-999,27,-999.0
,,,,071908,13005700,ELECTRICAL TECHNOLOGY II,-999,-999,6.0,-999,-999,6.0
Total,,,,071908,,,96,381,4.0,113,442,3.9
,,,,071908,,,,,,,,
071909,SOCORRO ISD,TRADITIONAL ISD/CSD,,071909,03010200,BIOLOGY (BIO),315,"2,340",7.4,325,"2,404",7.4
,,,,071909,03040000,CHEMISTRY (CHEM),24,216,9.0,32,276,8.6
,,,,071909,03050000,PHYSICS (PHYSICS),11,88,8.0,11,88,8.0
,,,,071909,03060100,ASTRONOMY (ASTRMY),,0,,-999,-999,8.0
,,,,071909,03101100,PRECALCULUS (PRE CALC),259,"1,689",6.5,294,"1,879",6.4
,,,,071909,03102500,INDEP STUDY IN MATH (1ST TIME),39,165,4.2,49,204,4.2
,,,,071909,03102501,INDEP STUDY IN MATH (2ND TIME),74,441,6.0,82,478,5.8
,,,,071909,03102502,INDEPEND STUDY MATH,14,75,5.4,14,75,5.4
,,,,071909,03155600,MUSIC STUDIES-MUSIC APPREC. I,42,126,3.0,42,126,3.0
,,,,071909,03155700,MUSIC STUDIES-MUSIC APPREC. II,24,72,3.0,34,102,3.0
,,,,071909,03220300,ENGLISH III (ENG 3),648,"3,564",5.5,711,"3,915",5.5
,,,,071909,03220400,ENGLISH IV (ENG 4),489,"2,769",5.7,516,"2,871",5.6
,,,,071909,03221100,RESEARCH/TECHNICAL WRITING,396,"1,188",3.0,401,"1,203",3.0
,,,,071909,03221200,CREATIVE WRITING,-999,-999,3.0,-999,-999,3.0
,,,,071909,03221600,HUMANITIES (FIRST TIME TAKEN),-999,-999,3.0,-999,-999,3.0
,,,,071909,03221610,HUMANITIES (SECOND TIME TAKEN),-999,-999,3.0,-999,-999,3.0
,,,,071909,03221700,VISUAL MEDIA ANALYSIS AND PROD,-999,-999,3.0,-999,-999,3.0
,,,,071909,03221800,INDEP STUDY/ENGLISH (1ST TIME),-999,-999,3.0,-999,-999,3.0
,,,,071909,03221820,INDEP STUDY/ENGLISH (3RD TIME),-999,-999,3.0,-999,-999,3.0
,,,,071909,03230100,JOURNALISM (JRNLSM),-999,-999,3.0,-999,-999,3.0
,,,,071909,03230800,PHOTOJOURNALISM (PHOTJOUR),-999,-999,3.0,-999,-999,3.0
,,,,071909,03231000,INDEP STUDY/JOURNALISM (1ST),-999,-999,3.0,-999,12,-999.0
,,,,071909,03241200,INDEP STUDY/SPEECH (1ST TIME),-999,-999,3.0,-999,-999,3.0
,,,,071909,03241210,INDEP STUDY/SPEECH (2ND TIME),-999,-999,3.0,-999,-999,3.0
,,,,071909,03241220,INDEP STUDY/SPEECH (3RD TIME),-999,-999,3.0,-999,-999,3.0
,,,,071909,03241400,COMMUNICATION APPLICATIONS,-999,-999,3.0,-999,-999,3.0
,,,,071909,03250700,"THEATRE I, THEATRE PROD I",21,108,5.1,21,108,5.1
,,,,071909,03310300,ECONOMICS W/EMPH FREE ENTERPR,343,"1,029",3.0,366,"1,098",3.0
,,,,071909,03310301,ECONOMICS ADV STUDIES (1ST),-999,27,-999.0,10,30,3.0
,,,,071909,03330100,UNITED STATES GOVERNMENT (GOVT,499,"1,497",3.0,513,"1,539",3.0
,,,,071909,03340100,US HISTORY STUDIES SINCE 1877,480,"2,697",5.6,534,"2,997",5.6
,,,,071909,03350100,PSYCHOLOGY (PSYCH),13,39,3.0,21,63,3.0
,,,,071909,03380001,SOCIAL STD ADV STDYS (1ST TME),52,159,3.1,65,198,3.0
,,,,071909,03380002,SPEC TOPIC IN SOC STUD (1ST),171,513,3.0,181,543,3.0
,,,,071909,03380003,SOC STUD RESEARCH METH (1ST),10,30,3.0,18,54,3.0
,,,,071909,03380022,SPEC TOPIC IN SOC STUD (2ND),-999,-999,3.0,-999,-999,3.0
,,,,071909,03380032,SPEC TOPICS IN SOC STUD (3RD),-999,18,-999.0,11,36,3.3
,,,,071909,03380042,SPEC TOPICS IN SOC STUD (4TH),-999,15,-999.0,-999,24,-999.0
,,,,071909,03440300,LANG O/T ENGLISH III - SPANISH,26,78,3.0,33,99,3.0
,,,,071909,03500110,ART I - ART APPRECIATION,81,243,3.0,88,264,3.0
,,,,071909,03500500,"ART II, DRAWING I",-999,-999,3.0,-999,18,-999.0
,,,,071909,03500600,"ART II, PAINTING I",,0,,-999,-999,3.0
,,,,071909,03500700,"ART II, PRINTMAKING I",-999,-999,3.0,-999,-999,3.0
,,,,071909,03501210,ART II - DESIGN I,-999,-999,3.0,-999,12,-999.0
,,,,071909,03501300,"ART III, DRAWING II",-999,-999,3.0,-999,15,-999.0
,,,,071909,03502210,ART III - DESIGN II,-999,-999,3.0,-999,15,-999.0
,,,,071909,03830900,DANCE I-MODERN/CONTEMPORARY I,-999,-999,6.0,-999,-999,6.0
